,name,last_commit,versions,extracted_version,import_counts,function_counts,n_python_file,n_notebook,include
999,NeuroDataDesign/m2g_data_web,2020-03-30,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': ""        'nilearn>=0.2',\n"", 'extracted_version': '0.0.0'}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",0.0.0,{'image': 1},"{'resample_img': 1, 'image': 1}",1,0,True
1000,mvdoc/nipype-tutorial,2021-04-26,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'image': 2},{'index_img': 2},0,2,True
1001,mvdoc/budapest-fmri-data,2020-11-11,"[{'file': 'code/setup.py', 'version': None, 'extracted_version': None}]",,"{'image': 2, 'plotting': 1}","{'new_img_like': 1, 'image': 1}",2,1,True
1002,mvdoc/brainiak,2023-09-06,"[{'file': 'examples/factoranalysis/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'examples/hyperparamopt/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/eventseg/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/reprsimil/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/searchlight/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'examples/isc/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/utils/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'examples/funcalign/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",0.0.0,"{'input_data': 5, 'image': 2, 'plotting': 3, 'datasets': 1}","{'NiftiMasker': 4, 'load_img': 2, 'plot_connectome': 5, 'plotting': 9, 'plot_glass_brain': 3, 'new_img_like': 3, 'MultiNiftiMasker': 1, 'fetch_atlas_basc_multiscale_2015': 1, 'plot_stat_map': 2}",4,3,True
1003,mvdoc/Jigsaw_toxic_severity_rating,2022-01-24,"[{'file': 'requirements.txt', 'version': 'nilearn==0.8.1\n', 'extracted_version': '0.8.1'}]",0.8.1,,,0,0,False
1004,mvdoc/famface,2018-01-31,"[{'file': 'requirements.txt', 'version': 'nilearn==0.2.5\n', 'extracted_version': '0.2.5'}]",0.2.5,,,0,0,False
1005,ucalyptus/brainmamba,2025-03-17,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': '        ""nilearn>=0.8.0"",\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'datasets': 1, 'input_data': 1, 'connectome': 1}",,1,0,False
1006,alekseykonotop/ds_projects_by_sf,2022-11-02,"[{'file': 'sf_unit_6/requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}, {'file': 'sf_unit_9/requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}, {'file': 'sf_unit_4/requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,,,0,0,False
1007,LCE-UMD/GRU,2021-08-25,[],,{'plotting': 1},"{'plot_surf_stat_map': 6, 'plotting': 12, 'plot_surf_contours': 6}",0,1,True
1008,Fred-Bred/aml_project_2023,2025-02-13,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,"{'datasets': 1, 'plotting': 1}","{'fetch_surf_fsaverage': 1, 'datasets': 1, 'plot_surf_stat_map': 2, 'plotting': 2}",0,1,True
1009,bhavye123/Autoenocder_Image_similarity_lshashing,2020-08-19,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}, {'file': 'Autoencoder_lsh/requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,,,0,0,False
1010,ecr23xx/kp6d,2019-10-11,"[{'file': 'keypoint/train_sppe/torchsample/setup.py', 'version': None, 'extracted_version': None}, {'file': 'keypoint/train_sppe/src/torchsample/setup.py', 'version': None, 'extracted_version': None}]",,{'datasets': 2},"{'fetch_icbm152_2009': 2, 'datasets': 2}",0,2,True
1011,adityambati/System-Threat-Forecaster,2025-03-24,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,,,0,0,False
1013,xmlyqing00/PredBrainAge,2018-03-10,[],,"{'image': 1, 'datasets': 1}","{'load_mni152_template': 1, 'load_img': 1, 'image': 2, 'resample_to_img': 1}",1,0,True
1014,pl909/connecto-hopfield,2025-04-07,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.8.0  # For brain visualization\n', 'extracted_version': '0.8.0'}, {'file': 'examples/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.8.0,,,0,0,False
1015,lskloss/fMRI-Visualisation-Alzheimers,2024-12-15,[],,{'plotting': 1},"{'plot_stat_map': 1, 'plotting': 2, 'show': 1}",0,1,True
1016,GT-LIT-Lab/funROI,2025-03-18,"[{'file': 'doc/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 7, 'glm': 4}","{'load_img': 11, 'math_img': 2, 'new_img_like': 4, 'smooth_img': 1, 'first_level_from_bids': 1, 'make_first_level_design_matrix': 1}",7,0,True
1017,ajbarrows/spiteful-allegory,2024-05-09,"[{'file': 'work/src/requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}, {'file': 'work/pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'work/src/setup.py', 'version': None, 'extracted_version': None}, {'file': 'work/setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'work/src/environment.yml', 'version': '      - nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,,,0,0,False
1018,ajbarrows/sst-rdex,2025-02-12,"[{'file': 'environment.yml', 'version': '      - nilearn==0.11.1\n', 'extracted_version': '0.11.1'}]",0.11.1,{'datasets': 2},{'fetch_atlas_surf_destrieux': 8},1,1,True
1019,Radiology-Morrison-lab-UCSF/DBS_fMRI_prediction,2025-04-02,[],,{'datasets': 1},,1,0,False
1020,Radiology-Morrison-lab-UCSF/DBS_lead_segmentation,2025-01-23,[],,"{'datasets': 1, 'image': 1}","{'fetch_atlas_harvard_oxford': 1, 'datasets': 1, 'resample_to_img': 1, 'image': 1}",1,0,True
1021,marlon-pugss/cv-analyzer,2024-11-05,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'src/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""GitPython"", ""black"", ""codecov"", ""coverage (<5)"", ""datalad"", ""dipy"", ""duecredit"", ""fuzzywuzzy"", ""ipython"", ""matplotlib"", ""nbsphinx"", ""nilearn"", ""nipy"", ""nitime"", ""paramiko"", ""psutil (>=5.0)"", ""pybids (>=0.7.0)"", ""pytest"", ""pytest-cov"", ""pytest-doctestplus"", ""pytest-env"", ""pytest-timeout"", ""sphinx"", ""sphinx (>=2.1.2)"", ""sphinx-argparse"", ""sphinxcontrib-apidoc"", ""xvfbwrapper""]\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1022,oskarboesch/nssp_miniproj_1,2024-11-07,"[{'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 9, 'datasets': 4, 'maskers': 2, 'glm': 4, 'plotting': 6, 'regions': 1, 'decomposition': 1}","{'concat_imgs': 2, 'smooth_img': 1, 'fetch_atlas_aal': 2, 'load_img': 2, 'coord_transform': 2, 'NiftiLabelsMasker': 2, 'load_mni152_template': 1, 'datasets': 1, 'make_first_level_design_matrix': 1, 'plot_design_matrix': 2, 'plot_anat': 1, 'plotting': 2, 'show': 1, 'FirstLevelModel': 1, 'mean_img': 9, 'plot_stat_map': 4, 'plot_contrast_matrix': 1, 'to_filename': 1, 'threshold_stats_img': 1, 'CanICA': 1, 'resample_img': 1}",3,2,True
1024,LabNeuroCogDevel/7TBrainMech_scripts,2025-03-24,[],,"{'plotting': 2, 'image': 1}","{'plot_glass_brain': 3, 'plotting': 4, 'plot_connectome': 1}",2,0,True
1025,me-pic/picard_feps_2023,2024-11-07,"[{'file': 'scripts/requirements.txt', 'version': 'nilearn==0.9.1\n', 'extracted_version': '0.9.1'}]",0.9.1,"{'masking': 3, 'input_data': 1, 'image': 2, 'datasets': 1, 'maskers': 1, 'plotting': 1}","{'NiftiMasker': 7, 'resample_img': 1, 'apply_mask': 1, 'load_mni152_gm_mask': 4, 'datasets': 5, 'unmask': 12, 'resample_to_img': 2, 'math_img': 3, 'fetch_atlas_yeo_2011': 1, 'plot_stat_map': 1, 'plotting': 2, 'cm': 1}",4,0,True
1026,WoodenSwordMaster/AI_builder_process_punnut,2024-06-15,[],,"{'plotting': 3, 'maskers': 1}","{'plot_img': 3, 'plotting': 3}",4,0,True
1027,simpace/simpace,2016-05-08,[],,"{'masking': 2, '_utils': 6, 'image': 1}","{'compute_multi_epi_mask': 3, 'masking': 4, 'concat_niimgs': 6, 'compute_epi_mask': 1, '_compute_mean': 1}",2,3,True
1028,wtclarke/fsl_mrs_fmrs_demo,2023-06-15,[],,"{'glm': 1, 'plotting': 1}","{'make_first_level_design_matrix': 1, 'plot_design_matrix': 1}",0,1,True
1029,Mind-the-Pineapple/tpot-age,2021-04-08,[],,"{'masking': 1, 'image': 2}","{'resample_img': 2, 'image': 2, 'compute_multi_epi_mask': 1, 'masking': 2, 'apply_mask': 1}",2,0,True
1030,aboucaud/ramp-cloud,2018-11-14,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",,,,0,0,False
1031,asheeshcric/fMRI-TBI,2023-04-09,[],,"{'image': 15, 'masking': 1, 'plotting': 5, 'datasets': 1}","{'load_img': 15, 'image': 28, 'nilearn': 9, 'resample_img': 1, 'apply_mask': 1, 'masking': 1, 'index_img': 2, 'plot_img': 2, 'plot_anat': 9, 'mean_img': 2, 'plotting': 11, 'smooth_img': 1, 'view_img': 2, 'fetch_spm_auditory': 1, 'plot_epi': 1, 'plot_stat_map': 2, 'iter_img': 1}",4,9,True
1032,MouseSuite/rodfmri,2025-02-19,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 1, 'plotting': 1}","{'load_img': 2, 'image': 4, 'index_img': 1, 'mean_img': 1, 'plot_stat_map': 1, 'plotting': 1}",1,0,True
1033,MouseSuite/rodreg,2025-02-20,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 5, 'plotting': 1}","{'plot_anat': 15, 'show': 1, 'new_img_like': 2, 'plot_stat_map': 2}",2,1,True
1034,maedbhk/cerebellum_connectivity,2022-12-06,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'Pipfile', 'version': 'nilearn = ""*""\n', 'extracted_version': '0.0.0'}, {'file': 'Pipfile.lock', 'version': '        ""nilearn"": {\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'surface': 4, 'plotting': 3, 'image': 1, 'datasets': 1}","{'view_surf': 3, 'load_surf_data': 1, 'math_img': 1, 'plotting': 1}",5,1,True
1035,QSMxT/QSMxT,2025-04-03,"[{'file': 'setup.py', 'version': ""        'nilearn==0.10.4',\n"", 'extracted_version': '0.0.0'}]",0.0.0,{'image': 3},,3,0,False
1036,Yale-CANDLab/Shapes_DevAdversity_LPA,2024-08-06,[],,"{'plotting': 3, 'datasets': 3, 'image': 3, 'maskers': 2}","{'NiftiLabelsMasker': 1, 'plot_roi': 1, 'plotting': 1}",0,3,True
1037,BeiyiPan/Predict-Schizophrenia-Using-Machine-Learning-Models,2024-04-19,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1039,computational-medicine/BMED360-2021,2021-05-23,"[{'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 8, 'plotting': 15, 'masking': 4, 'datasets': 5, 'input_data': 3, 'connectome': 2, 'decomposition': 1, 'regions': 1}","{'mean_img': 1, 'plot_epi': 6, 'plotting': 28, 'compute_epi_mask': 1, 'plot_roi': 3, 'apply_mask': 1, 'load_breast_cancer': 1, 'datasets': 6, 'fetch_localizer_button_task': 2, 'view_img_on_surf': 2, '__version__': 5, 'nilearn': 5, 'plot_anat': 7, 'load_img': 1, 'image': 9, 'index_img': 8, 'plot_carpet': 2, 'plot_stat_map': 1, 'fetch_development_fmri': 1, 'NiftiSpheresMasker': 1, 'input_data': 1, 'ConnectivityMeasure': 2, 'plot_connectome': 2, 'view_connectome': 1, 'NiftiLabelsMasker': 1, 'plot_matrix': 2, 'fetch_atlas_harvard_oxford': 1, 'fetch_atlas_smith_2009': 1, 'plot_prob_atlas': 3, 'show': 5, 'CanICA': 1}",0,12,True
1040,munsellb/MUSC_TLE_DKI_PROJECT,2015-09-04,[],,"{'input_data': 4, 'plotting': 6}","{'plot_img': 3, 'plot_glass_brain': 3}",0,4,True
1041,KaramGhanem/Multivariate-Inference,2023-01-30,[],,"{'datasets': 1, 'input_data': 1, 'image': 1}",,1,0,False
1042,empet/Plotly-viz-of-brain-images,2019-04-04,"[{'file': 'environment.yml', 'version': '- nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'plotting': 2, '_utils': 2}","{'param_validation': 2, '_utils': 10, 'extmath': 2, 'cm': 2, 'plotting': 11, 'html_stat_map': 8, 'niimg': 6, 'view_img': 1}",0,2,True
1043,nw-duncan/MRS-voxel-plot,2020-07-21,[],,{'plotting': 6},"{'find_xyz_cut_coords': 6, 'plotting': 16, 'plot_connectome': 6, 'plot_glass_brain': 4}",4,2,True
1044,AkiNikolaidis/PyBASC,2019-10-11,"[{'file': 'setup.py', 'version': ""    keywords='parcellation bagging functional neuroimaging nipype nipy nibabel nilearn scikit-learn',\n"", 'extracted_version': '0.0.0'}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",0.0.0,"{'image': 2, 'datasets': 1, 'input_data': 1}","{'grid_to_graph': 3, 'image': 3}",1,0,True
1045,dj216185/Predictive-analysis-of-Fresh-Water-Reserves,2025-01-12,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,,,0,0,False
1046,edaaydinea/AI-Projects-for-Healthcare,2024-11-07,"[{'file': 'Heart Failure - Exploratory Data Analysis/environment.yml', 'version': '    - nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,,,0,0,False
1047,islaxiao01/Summer-Works,2025-03-09,[],,"{'plotting': 1, 'datasets': 1}","{'glm': 1, 'nilearn': 1, 'fetch_surf_fsaverage': 1, 'datasets': 1, 'view_surf': 1, 'plotting': 1}",0,1,True
1048,ljchang/CosanlabToolbox,2016-10-28,[],,,,0,0,False
1050,phaustin/dash-sample-apps,2021-10-08,"[{'file': 'dash-covid-xray/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'dash-covid-xray/environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'image': 1},"{'load_img': 1, 'image': 1}",1,0,True
1051,davidgruskin/hcp_rsfc_isc,2022-03-17,[],,,,0,0,False
1052,coolspiderghy/autism-master_SZU,2018-05-16,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 1, '_utils': 1, 'input_data': 1, 'datasets': 1, 'connectome': 7}","{'check_niimg': 1, 'NiftiLabelsMasker': 2, 'index_img': 1, 'image': 1, 'NiftiMapsMasker': 1, 'NiftiSpheresMasker': 1, 'fetch_atlas_basc_multiscale_2015': 4, 'fetch_atlas_msdl': 1, 'fetch_atlas_harvard_oxford': 1, 'fetch_atlas_craddock_2012': 1, 'fetch_coords_power_2011': 1, 'ConnectivityMeasure': 7}",3,2,True
1053,aanisoara/Machine_Learning_brain_anatomy_schizophrenia,2023-01-13,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1054,aanisoara/Finance_Returns_Modelisation-,2023-02-16,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.2\n', 'extracted_version': '0.9.2'}]",0.9.2,,,0,0,False
1055,LeSasse/ascnii,2024-04-23,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,"{'datasets': 1, 'image': 1, 'plotting': 1}","{'load_img': 1, 'image': 4, 'mean_img': 1, 'load_mni152_brain_mask': 1, 'datasets': 1, 'resample_to_img': 1, 'math_img': 1, 'plot_img': 1, 'plotting': 1}",1,0,True
1056,LeSasse/parcmerge,2022-11-10,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,{'image': 2},"{'load_img': 2, 'resample_to_img': 1, 'new_img_like': 1}",2,0,True
1057,soupeeli/NeuroBOLT,2025-02-07,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 1, 'masking': 1, 'input_data': 1, 'datasets': 1}","{'NiftiMapsMasker': 1, 'mean_img': 1, 'image': 1, 'compute_epi_mask': 1, 'masking': 1, 'NiftiLabelsMasker': 1, '_get_dataset_dir': 1, '_fetch_files': 2}",2,0,True
1058,noahbenson/vss2024,2024-05-22,"[{'file': 'tutorials/session3/requirements.txt', 'version': 'nilearn @ git+https://github.com/felenitaribeiro/nilearn.git@4198171e19336d827c03744d1ff73fb1612f14b9\n', 'extracted_version': '0.0.0'}]",0.0.0,{'plotting': 1},"{'view_surf': 3, 'plotting': 3}",1,0,True
1059,mortonne/mindstorm,2023-06-21,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,{'glm': 1},"{'make_first_level_design_matrix': 1, 'first_level': 1}",1,0,True
1060,AhmedAli-00ne/my-grad-code2,2024-06-14,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}]",0.10.1,"{'datasets': 1, 'plotting': 1}",,1,0,False
1061,idangrosbard/neurosynth_autofeed,2023-07-03,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'plotting': 1, 'datasets': 1}","{'load_mni152_template': 1, 'datasets': 1, 'plot_glass_brain': 1, 'plotting': 1}",1,0,True
1062,ContextLab/fugw-simulator,2024-08-13,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'datasets': 1, 'surface': 2, 'plotting': 1}","{'fetch_surf_fsaverage': 1, 'datasets': 1, 'load_surf_mesh': 3, 'surface': 3, 'plot_surf_stat_map': 1, 'plotting': 1}",2,0,True
1063,ContextLab/biomarkers,2023-06-20,"[{'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'maskers': 3, 'datasets': 2, 'masking': 4, 'connectome': 1, 'signal': 1, 'image': 1}","{'NiftiLabelsMasker': 2, 'maskers': 4, 'fetch_atlas_aal': 1, 'datasets': 2, 'apply_mask': 8, 'masking': 8, 'NiftiSpheresMasker': 2, 'unmask': 1, 'fetch_coords_power_2011': 1, 'ConnectivityMeasure': 2, 'clean': 1, 'signal': 1, 'image': 9, 'get_fdata': 2, 'affine': 2, 'header': 2, 'clean_img': 1, 'smooth_img': 1}",8,0,True
1065,ContextLab/StrokeTTC,2024-12-09,"[{'file': 'myproject/EEG_real_time_seizure_detection/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'EEG_real_time_seizure_detection/environment.yml', 'version': None, 'extracted_version': None}]",,,,0,0,False
1066,ContextLab/Dartmouth-OpenBCI-Hackathon,2016-12-01,"[{'file': 'setup.py', 'version': ""      install_requires=['numpy', 'scipy', 'nibabel', 'nilearn' , 'seaborn', 'mne', 'matplotlib', 'ipython', 'pandas', 'sympy', 'nose', 'theano', 'jupyter']\n"", 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1067,djarecka/tmp_nipype_tut,2019-01-15,[],,"{'plotting': 28, 'image': 5}","{'plot_anat': 27, 'plot_stat_map': 34, 'plot_epi': 13, 'mean_img': 5, 'image': 5, 'plot_glass_brain': 15, 'plotting': 13}",0,12,True
1068,seang123/Masters-Thesis2,2022-07-07,[],,,,0,0,False
1070,garvnigam/BRATS2020,2023-08-06,[],,{'plotting': 1},,1,0,False
1071,gkaguirrelab/forwardModelWrapper,2023-07-06,[],,{'plotting': 2},"{'surface': 6, 'nilearn': 7, 'plot_surf_stat_map': 4, 'plotting': 9, 'plot_surf': 4}",2,0,True
1072,gkaguirrelab/DICE,2022-11-13,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",,"{'datasets': 2, 'plotting': 2, 'image': 2}",,2,0,False
1073,tm-schwartz/PET,2024-09-02,"[{'file': 'pet-py/pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,{'image': 2},"{'load_img': 6, 'math_img': 8, 'smooth_img': 1}",2,0,True
1074,aestrivex/ielu,2021-04-02,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}]",,,,0,0,False
1075,w-decker/roipy,2024-03-03,"[{'file': 'setup.py', 'version': ""    install_requires=['nilearn', \n"", 'extracted_version': '0.0.0'}]",0.0.0,"{'datasets': 2, 'plotting': 2}","{'fetch_atlas_surf_destrieux': 4, 'fetch_surf_fsaverage': 6, 'plot_surf_roi': 6}",2,0,True
1076,w-decker/decker_honors_module,2024-04-18,"[{'file': 'setup.py', 'version': ""    install_requires=['nilearn', \n"", 'extracted_version': '0.0.0'}]",0.0.0,"{'connectome': 1, 'maskers': 1, 'datasets': 1, 'interfaces': 1}","{'ConnectivityMeasure': 1, 'fetch_atlas_harvard_oxford': 1, 'datasets': 1, 'NiftiLabelsMasker': 1, 'load_confounds_strategy': 1}",2,0,True
1077,w-decker/sFC-Demo,2024-02-19,"[{'file': 'sfc_demo/setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '  - nilearn=0.10.3=pyhd8ed1ab_0\n', 'extracted_version': '0.10.3'}]",0.10.3,"{'datasets': 1, 'connectome': 1, 'plotting': 1, 'decomposition': 1}","{'fetch_development_fmri': 1, 'ConnectivityMeasure': 1, 'plot_matrix': 1, 'DictLearning': 1, 'plot_prob_atlas': 1}",1,1,True
1078,qinyuyue/RNNonSleepStageScoring,2019-05-15,"[{'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,,,0,0,False
1079,phamgialinhlx/lidc-autoencoder,2024-06-18,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.1\n', 'extracted_version': '0.9.1'}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.9.1,,,0,0,False
1080,agencyenterprise/uncertainty-loss,2022-10-22,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'nilearn = "">=0.9""\n', 'extracted_version': '0.9'}]",0.9,,,0,0,False
1081,sundelinustc/IBMMA,2024-11-26,[],,"{'plotting': 2, 'image': 1}","{'plot_matrix': 1, 'plotting': 1, 'resample_to_img': 1, 'image': 1}",2,0,True
1082,avocadopelvis/federated-learning,2023-07-15,[],,,,0,0,False
1083,smeisler/Meisler_Reading_FBA,2023-01-03,"[{'file': 'fba/ConFixel/setup.py', 'version': None, 'extracted_version': None}, {'file': 'fba/ConFixel/setup.cfg', 'version': None, 'extracted_version': None}]",,"{'image': 1, 'plotting': 1}","{'load_img': 2, 'image': 1, 'nilearn': 2, 'plot_img': 1, 'plotting': 1}",0,1,True
1084,smeisler/Meisler_ReadingFA_Associations,2022-11-18,[],,{'image': 2},"{'image': 2, 'nilearn': 2}",0,2,True
1085,idg7/fmri_classifier,2022-12-08,[],,"{'plotting': 3, 'image': 1}","{'load_img': 2, 'image': 2, 'plot_img': 3, 'plotting': 3}",2,1,True
1086,ejolly/nltools_scipy2020_binder,2020-06-13,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",,{'plotting': 3},{'plot_glass_brain': 3},0,3,True
1087,satra/simple2-ohbm,2019-05-23,"[{'file': 'environment.yml', 'version': 'nilearn                   0.5.0                    pypi_0    pypi\n', 'extracted_version': '0.5.0'}]",0.5.0,,,0,0,False
1088,QingchenFan/HCPD,2023-05-15,[],,{'image': 16},"{'smooth_img': 11, 'index_img': 11, 'image': 11, 'resample_to_img': 2}",9,0,True
1089,qurAI-amsterdam/SuperResolution_aniso_MRI,2022-10-07,[],,{'masking': 1},{'compute_background_mask': 1},1,0,True
1090,Xiangtaokong/TGBD,2024-10-30,"[{'file': 'CLIP/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'CLIP/setup.py', 'version': None, 'extracted_version': None}, {'file': 'environment.yml', 'version': '    - nilearn==0.10.3\n', 'extracted_version': '0.10.3'}]",0.10.3,{'plotting': 1},,1,0,False
1091,braindynamicslab/dyneusr,2023-12-12,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,"{'input_data': 8, 'datasets': 8, 'connectome': 1, 'image': 1, 'plotting': 1}","{'smooth_img': 2, 'image': 4, 'threshold_img': 2, 'plot_glass_brain': 1, 'plotting': 5, 'plot_stat_map': 1, 'ConnectivityMeasure': 1, 'find_parcellation_cut_coords': 1, 'plot_matrix': 1, 'plot_connectome': 1, 'fetch_atlas_msdl': 1, 'NiftiMapsMasker': 1, 'fetch_haxby': 6, 'NiftiMasker': 6}",7,0,True
1092,mahihossain/Seminar_LangBrainBridge,2024-03-06,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,{'masking': 1},,1,0,False
1093,braingpt-lovelab/brainbench_experiments,2024-11-29,"[{'file': 'conda_envs/environment.yml', 'version': '      - nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,,,0,0,False
1094,pixelsaurus/coinstac-ssr-csv,2024-04-30,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'plotting': 1},"{'plot_stat_map': 2, 'plotting': 2}",1,0,True
