name,last_commit,versions,n_notebook,n_notebook_parsed,n_python_file,n_python_file_parsed,import_counts,function_counts,contains_python_2,extracted_version,lockfile,has_version,has_imports,use_imports,include,user,repo,content,p_notebook_parsed,p_python_file_parsed,duplicated_repo
felix0x0t/PROJET_DDEFI_2025,2025-03-07,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,felix0x0t,PROJET_DDEFI_2025,mixed,n/a,n/a,False
pvandyken/study-jhp_topsy_longt,2024-09-12,"[{'file': 'apps/averager/pyproject.toml', 'version': None, 'extracted_version': None}]",1,1,0,0,{'plotting': 2},{'plot_stat_map': 3},False,n/a,n/a,False,True,True,True,pvandyken,study-jhp_topsy_longt,notebook,1.0,n/a,False
pvandyken/study-hcp-noddi,2024-11-02,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",1,1,0,0,{'plotting': 1},{'plot_roi': 1},False,0.10.2,requirements.txt,True,True,True,True,pvandyken,study-hcp-noddi,notebook,1.0,n/a,False
anumularaviteja1812/Dimensionality-Reduction,2024-12-24,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0,0,0,0,{},{},False,0.10.4,requirements.txt,True,False,False,True,anumularaviteja1812,Dimensionality-Reduction,mixed,n/a,n/a,False
ASH1998/hdbscan-test,2021-01-17,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.0\n', 'extracted_version': '0.7.0'}]",0,0,0,0,{},{},False,0.7.0,requirements.txt,True,False,False,True,ASH1998,hdbscan-test,mixed,n/a,n/a,False
dengemann/meg-mri-surrogate-biomarkers-aging-2020,2021-07-20,"[{'file': 'camcan/setup.py', 'version': None, 'extracted_version': None}]",0,0,9,9,"{'datasets': 5, 'connectome': 3, '_utils': 1, 'input_data': 3}","{'fetch_atlas_basc_multiscale_2015': 4, '_geometric_mean': 1, '_map_eigenvalues': 2, 'sym_matrix_to_vec': 1, 'check_niimg': 1, 'NiftiLabelsMasker': 2, 'NiftiMapsMasker': 2, 'fetch_atlas_msdl': 3, 'NiftiMasker': 1, 'ConnectivityMeasure': 1, 'sym_to_vec': 1}",False,n/a,n/a,False,True,True,True,dengemann,meg-mri-surrogate-biomarkers-aging-2020,python,n/a,1.0,False
skywalker0415/jigsaw,2022-02-09,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,skywalker0415,jigsaw,mixed,n/a,n/a,True
afids/autoafids,2025-03-21,"[{'file': 'pyproject.toml', 'version': '^0.10.3', 'extracted_version': '0.10.3'}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",0,0,1,1,{'image': 1},{'resample_img': 1},False,several_versions_detected,several_lockfile_detected,True,True,True,True,afids,autoafids,python,n/a,1.0,False
afids/afids-utils,2024-03-15,"[{'file': 'pyproject.toml', 'version': '>=0.10.1', 'extracted_version': '0.10.1'}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",0,0,3,2,{'plotting': 4},"{'StatMapView': 4, 'LYRZProjector': 5, 'plot_markers': 1, 'view_img': 1, 'html_stat_map': 1}",False,several_versions_detected,several_lockfile_detected,True,True,True,True,afids,afids-utils,python,n/a,0.6666666666666666,False
afids/autoafids_prep,2024-10-23,"[{'file': 'pyproject.toml', 'version': '^0.10.3', 'extracted_version': '0.10.3'}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",0,0,1,1,{'image': 1},{'resample_img': 1},False,several_versions_detected,several_lockfile_detected,True,True,True,True,afids,autoafids_prep,python,n/a,1.0,False
frankkramer-lab/PACS2go,2024-06-01,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.2\n', 'extracted_version': '0.9.2'}, {'file': 'version-1.0-orthanc/web-service/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,0.9.2,requirements.txt,True,False,False,True,frankkramer-lab,PACS2go,mixed,n/a,n/a,False
petergroenning/NormativeModelling,2020-11-25,[],0,0,2,2,"{'plotting': 2, 'datasets': 1}",{'plot_img': 1},False,n/a,n/a,False,True,True,True,petergroenning,NormativeModelling,python,n/a,1.0,False
PennLINC/vaqc,2021-05-20,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': None, 'extracted_version': None}]",0,0,2,1,{'image': 1},{},False,n/a,n/a,False,True,False,True,PennLINC,vaqc,python,n/a,0.5,False
PennLINC/aslprep,2025-04-08,"[{'file': '.maint/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '~= 0.11.0', 'extracted_version': '0.11.0'}]",0,0,7,5,"{'image': 6, 'masking': 1, 'maskers': 2, 'plotting': 1, '_utils': 1}","{'index_img': 2, 'smooth_img': 1, 'math_img': 3, 'apply_mask': 1, 'mean_img': 3, 'NiftiMasker': 1, 'NiftiLabelsMasker': 3, 'load_niimg': 1, 'threshold_img': 1, 'plot_stat_map': 1}",False,0.11.0,pyproject.toml,True,True,True,True,PennLINC,aslprep,python,n/a,0.7142857142857143,False
PennLINC/aslprep_paper_revision,2022-04-25,[],0,0,2,2,"{'plotting': 2, 'image': 2, 'masking': 2}","{'load_img': 6, 'apply_mask': 2}",False,n/a,n/a,False,True,True,True,PennLINC,aslprep_paper_revision,python,n/a,1.0,False
PennLINC/ingress2qsirecon,2024-11-18,"[{'file': 'pyproject.toml', 'version': '^0.10.1', 'extracted_version': '0.10.1'}, {'file': 'poetry.lock', 'version': None, 'extracted_version': None}]",0,0,1,1,{'image': 1},"{'index_img': 1, 'math_img': 1, 'resample_img': 1}",False,0.10.1,pyproject.toml,True,True,True,True,PennLINC,ingress2qsirecon,python,n/a,1.0,False
PennLINC/fw-heudiconv,2022-04-13,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}, {'file': 'setup.cfg', 'version': '!=0.5.0, !=0.5.1', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,setup.cfg,True,False,False,True,PennLINC,fw-heudiconv,mixed,n/a,n/a,False
PennLINC/aslprep_build,2024-11-25,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.3\n', 'extracted_version': '0.10.3'}]",0,0,0,0,{},{},False,0.10.3,requirements.txt,True,False,False,True,PennLINC,aslprep_build,mixed,n/a,n/a,False
PennLINC/multishell_diffusion,2020-08-10,[],0,0,2,2,{'masking': 2},{},False,n/a,n/a,False,True,False,True,PennLINC,multishell_diffusion,python,n/a,1.0,False
KirstensGitHub/predicting_attention_neural,2025-01-07,[],3,3,2,2,"{'image': 22, 'plotting': 21, 'interfaces': 4, 'signal': 7, 'masking': 8, 'glm': 6, 'datasets': 3, 'reporting': 1, 'surface': 1}","{'SecondLevelModel': 1, 'non_parametric_inference': 1, 'nilearn': 22, 'view_img_on_surf': 4, 'load_mni152_template': 4, 'resample_to_img': 5, 'plot_stat_map': 4, 'first_level': 13}",False,n/a,n/a,False,True,True,True,KirstensGitHub,predicting_attention_neural,mixed,1.0,1.0,False
leonardblier/fMRI-inference,2017-03-25,[],0,0,3,3,"{'input_data': 4, 'plotting': 4, 'datasets': 3, 'image': 2}","{'fetch_haxby': 3, 'NiftiMasker': 2, 'plot_epi': 3, 'plot_stat_map': 1, 'show': 1, 'smooth_img': 1, 'mean_img': 1}",False,n/a,n/a,False,True,True,True,leonardblier,fMRI-inference,python,n/a,1.0,False
a2cps/qaqc-sample,2023-01-22,"[{'file': 'cat_actor/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'fmriprep_actor/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'qsiprep_actor/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'heudiconv_actor/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'mriqc_actor/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'dicom_reader_actor/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'aggregator_qc_actor/requirements.txt', 'version': None, 'extracted_version': None}]",0,0,3,3,{'image': 3},"{'load_img': 4, 'index_img': 8}",False,n/a,n/a,False,True,True,True,a2cps,qaqc-sample,python,n/a,1.0,False
a2cps/biomarker-extractor,2025-03-25,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0,0,8,8,"{'maskers': 3, 'datasets': 3, 'masking': 3, '_utils': 1, 'connectome': 1, 'image': 1, 'signal': 1}","{'NiftiLabelsMasker': 2, 'fetch_atlas_difumo': 1, 'fetch_atlas_schaefer_2018': 1, 'fetch_coords_power_2011': 1, 'fetch_atlas_aal': 1, 'apply_mask': 7, 'NiftiSpheresMasker': 2, 'check_niimg_3d': 1, 'check_niimg': 1, 'ConnectivityMeasure': 1, 'NiftiMapsMasker': 1, 'clean': 1, 'get_fdata': 2, 'affine': 2, 'header': 2, 'clean_img': 1, 'smooth_img': 1, 'unmask': 2, 'fetch_ds000030_urls': 1, 'select_from_index': 1, 'fetch_openneuro_dataset': 1}",False,0.0.0,pyproject.toml,True,True,True,True,a2cps,biomarker-extractor,python,n/a,1.0,False
easylearn-fmri/easylearn_dev,2021-06-21,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'R/setup.py', 'version': 'nilearn==0.6.0', 'extracted_version': '0.6.0'}]",0,0,2,1,"{'datasets': 1, 'plotting': 1}","{'plot_roi': 1, 'cm': 1}",False,0.6.0,setup.py,True,True,True,True,easylearn-fmri,easylearn_dev,python,n/a,0.5,False
BBBBrain/BrainSN,2025-04-02,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0,0,0,0,{},{},False,0.10.4,requirements.txt,True,False,False,True,BBBBrain,BrainSN,mixed,n/a,n/a,False
Gengsheng-Li/Non-IID-Robust-Federated-Learning-Algorithms,2024-08-22,[],0,0,0,0,{},{},False,n/a,n/a,False,False,False,False,Gengsheng-Li,Non-IID-Robust-Federated-Learning-Algorithms,mixed,n/a,n/a,False
tahendry/master_thesis,2023-10-23,[],1,0,0,0,{},{},False,n/a,n/a,False,False,False,False,tahendry,master_thesis,mixed,0.0,n/a,False
denizlab/2019_IWOAI_Challenge,2021-11-12,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0,0,0,0,{},{},False,0.6.2,requirements.txt,True,False,False,True,denizlab,2019_IWOAI_Challenge,mixed,n/a,n/a,False
MDOpx/ISLES22-model-inference,2024-04-24,"[{'file': 'requirements.txt', 'version': 'nilearn==0.9.0\n', 'extracted_version': '0.9.0'}, {'file': 'nnunet_normal/setup.py', 'version': None, 'extracted_version': None}, {'file': 'nnunet_multitask/setup.py', 'version': None, 'extracted_version': None}, {'file': 'nnunet_normal/setup.cfg', 'version': None, 'extracted_version': None}, {'file': 'nnunet_multitask/setup.cfg', 'version': None, 'extracted_version': None}]",0,0,0,0,{},{},False,0.9.0,requirements.txt,True,False,False,True,MDOpx,ISLES22-model-inference,mixed,n/a,n/a,False
petergoodin/mri_talk,2021-01-12,"[{'file': 'requirements.txt', 'version': 'nilearn=0.7.0=pypi_0\n', 'extracted_version': '0.7.0'}]",0,0,0,0,{},{},False,0.7.0,requirements.txt,True,False,False,True,petergoodin,mri_talk,mixed,n/a,n/a,False
dennys246/KleinNet,2025-01-30,[],0,0,1,1,"{'plotting': 1, 'datasets': 1, 'surface': 1}","{'plot_glass_brain': 1, 'plot_stat_map': 1, 'fetch_surf_fsaverage': 1, 'vol_to_surf': 2, 'plot_surf_stat_map': 4}",False,n/a,n/a,False,True,True,True,dennys246,KleinNet,python,n/a,1.0,False
mbernahr/Docstring_generation,2025-02-03,"[{'file': 'Data/Preselected_files/wanjinchang/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/awslabs/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/slundberg/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/sintefneodroid/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/tshev/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/plasticityai/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/inferno-pytorch/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/BloodAxe/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/naiveHobo/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/DragonComputer/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/chenwuperth/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/DistrictDataLabs/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/maximecb/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/pavlin-policar/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/aleju/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/asappresearch/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/catalyst-team/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/joe-siyuan-qiao/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/ShuangLI59/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/ad12/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/taolei87/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/nmap/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/Erotemic/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/HunterMcGushion/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/vkuznet/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/nok/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/justinshenk/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/bareblackfoot/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/home-assistant/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/DetectionTeamUCAS/setup.py', 'version': None, 'extracted_version': None}, {'file': 'Data/Preselected_files/MegviiDetection/setup.py', 'version': None, 'extracted_version': None}]",0,0,5,4,"{'image': 1, 'datasets': 1, 'plotting': 1, 'masking': 1}","{'resample_to_img': 3, '_get_dataset_dir': 3, '_fetch_file': 1, 'view_img_on_surf': 1, 'view_img': 1, 'plot_glass_brain': 4, 'plot_stat_map': 5, 'intersect_masks': 1}",False,n/a,n/a,False,True,True,True,mbernahr,Docstring_generation,python,n/a,0.8,False
Qrt69/ASD-Graph-Analysis,2025-03-27,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",1,1,1,1,"{'plotting': 4, 'image': 2, 'datasets': 2}","{'load_img': 2, 'new_img_like': 2, 'find_xyz_cut_coords': 2, 'plot_roi': 2, 'load_mni152_template': 2}",False,0.0.0,requirements.txt,True,True,True,True,Qrt69,ASD-Graph-Analysis,mixed,1.0,1.0,False
tiffkwin/neuro-imaging,2022-01-24,"[{'file': 'requirements.txt', 'version': 'nilearn==0.8.1\n', 'extracted_version': '0.8.1'}]",0,0,1,1,{'plotting': 1},{},False,0.8.1,requirements.txt,True,True,False,True,tiffkwin,neuro-imaging,python,n/a,1.0,False
DumbDane/electroencephalogaming,2024-05-15,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""darkdetect"", ""defusedxml"", ""dipy"", ""edfio (>=0.2.1)"", ""eeglabio"", ""h5io"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""neo"", ""nibabel"", ""nilearn"", ""numba"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pyarrow"", ""pybv"", ""pymatreader"", ""pyobjc-framework-cocoa (>=5.2.0)"", ""pyqt6 (!=6.6.1)"", ""pyqt6-qt6 (!=6.6.1,!=6.6.2,!=6.6.3)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle (!=3.2.2)"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,poetry.lock,True,False,False,True,DumbDane,electroencephalogaming,mixed,n/a,n/a,False
patrk/pyPTE,2024-10-31,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'full = [""EDFlib-Python"", ""PyQt6 (!=6.6.1)"", ""PyQt6-Qt6 (!=6.6.1)"", ""darkdetect"", ""defusedxml"", ""dipy"", ""eeglabio"", ""h5py"", ""imageio (>=2.6.1)"", ""imageio-ffmpeg (>=0.4.1)"", ""ipyevents"", ""ipympl"", ""ipywidgets"", ""joblib"", ""jupyter"", ""mffpy (>=0.5.7)"", ""mne-qt-browser"", ""mne[hdf5]"", ""nibabel"", ""nilearn"", ""numba"", ""numexpr"", ""openmeeg (>=2.5.5)"", ""pandas"", ""psutil"", ""pybv"", ""pyobjc-framework-Cocoa (>=5.2.0)"", ""python-picard"", ""pyvista (>=0.32,!=0.35.2,!=0.38.0,!=0.38.1,!=0.38.2,!=0.38.3,!=0.38.4,!=0.38.5,!=0.38.6,!=0.42.0)"", ""pyvistaqt (>=0.4)"", ""qdarkstyle"", ""qtpy"", ""scikit-learn"", ""sip"", ""snirf"", ""statsmodels"", ""threadpoolctl"", ""traitlets"", ""trame"", ""trame-vtk"", ""trame-vuetify"", ""vtk"", ""xlrd""]\n', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,poetry.lock,True,False,False,True,patrk,pyPTE,mixed,n/a,n/a,False
vayzenb/fmri,2023-07-13,"[{'file': 'environment.yml', 'version': '  - nilearn=0.10.0=pyhd8ed1ab_0\n', 'extracted_version': '0.10.0'}]",4,3,2,2,"{'plotting': 3, 'image': 5, 'reporting': 1, 'glm': 1, 'input_data': 1, 'datasets': 2}","{'load_img': 38, 'new_img_like': 1, 'threshold_img': 2, 'math_img': 21, 'view_img': 6, 'resample_to_img': 8, 'plot_roi': 3, 'show': 1, 'get_data': 14, 'plot_glass_brain': 1, 'get_clusters_table': 1, 'plot_stat_map': 2, 'cm': 2, 'load_mni152_brain_mask': 1, 'load_mni152_template': 1, 'concat_imgs': 1, 'mean_img': 1, 'threshold_stats_img': 1, 'clean_img': 1}",False,0.10.0,environment.yml,True,True,True,True,vayzenb,fmri,mixed,0.75,1.0,False
vayzenb/dorsal-part-relations,2022-08-16,[],9,6,4,4,"{'image': 12, 'plotting': 9, 'datasets': 13, 'glm': 5, 'input_data': 7}","{'load_img': 77, 'resample_to_img': 10, 'get_data': 39, 'second_level': 3, 'threshold_stats_img': 4, 'NiftiMasker': 9, 'math_img': 6, 'plot_roi': 3, 'load_mni152_brain_mask': 4, 'load_mni152_template': 3, 'plot_stat_map': 4, 'concat_imgs': 3, 'first_level': 6, 'mean_img': 5, 'threshold_img': 1, 'plot_glass_brain': 1, 'view_img': 2, 'clean_img': 5, 'index_img': 1, 'fetch_development_fmri': 1, 'NiftiSpheresMasker': 3, 'find_xyz_cut_coords': 3}",False,n/a,n/a,False,True,True,True,vayzenb,dorsal-part-relations,mixed,0.6666666666666666,1.0,False
vayzenb/bwoc,2023-11-08,[],2,1,4,4,"{'image': 5, 'plotting': 4, 'input_data': 5, 'glm': 4, 'maskers': 5, 'datasets': 5}","{'load_img': 18, 'view_img': 4, 'plot_stat_map': 3, 'plot_glass_brain': 2, 'math_img': 2, 'NiftiSpheresMasker': 5, 'get_data': 11, 'new_img_like': 3, 'plot_anat': 1, 'plot_roi': 1, 'NiftiMasker': 4, 'coord_transform': 1, 'clean_img': 3, 'concat_imgs': 2, 'binarize_img': 1, 'find_xyz_cut_coords': 1, 'first_level': 1, 'second_level': 1, 'mean_img': 1, 'threshold_stats_img': 1}",False,n/a,n/a,False,True,True,True,vayzenb,bwoc,mixed,0.5,1.0,False
kbonna/decidenet,2022-06-30,"[{'file': 'environment.yml', 'version': '    - nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",13,12,3,3,"{'plotting': 9, 'image': 4, 'reporting': 1, 'glm': 1, 'datasets': 1, 'input_data': 3}","{'threshold_stats_img': 2, 'get_clusters_table': 3, 'plot_img': 2, 'plot_anat': 5, 'fetch_atlas_aal': 1, 'fetch_atlas_harvard_oxford': 2, 'plot_connectome': 6, 'NiftiSpheresMasker': 2, 'clean_img': 1, 'coord_transform': 1, 'math_img': 3, 'iter_img': 1, 'plot_glass_brain': 1, 'plot_stat_map': 1}",False,0.6.2,environment.yml,True,True,True,True,kbonna,decidenet,mixed,0.9230769230769231,1.0,False
gonzalorecio/Deep-Reinforcement-Learning-Open-domain-chatbot,2022-08-24,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0,0,0,0,{},{},False,0.6.2,requirements.txt,True,False,False,True,gonzalorecio,Deep-Reinforcement-Learning-Open-domain-chatbot,mixed,n/a,n/a,False
ViCCo-Group/THINGS-data,2024-08-02,"[{'file': 'MRI/requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}, {'file': 'MRI/setup.py', 'version': None, 'extracted_version': None}]",3,3,8,8,"{'masking': 11, 'plotting': 2, 'image': 8, 'glm': 3}","{'unmask': 12, 'plot_stat_map': 3, 'load_img': 16, 'index_img': 4, 'intersect_masks': 7, 'apply_mask': 11, 'new_img_like': 5, 'resample_to_img': 7, 'math_img': 3, 'nilearn': 1, 'smooth_img': 1, 'make_first_level_design_matrix': 3, 'concat_imgs': 1, 'FirstLevelModel': 1, 'resample_img': 1, 'threshold_img': 1}",False,0.10.1,requirements.txt,True,True,True,True,ViCCo-Group,THINGS-data,mixed,1.0,1.0,False
IS2AI/AD_classifier,2021-02-25,[],4,4,0,0,{'image': 4},{'resample_img': 60},False,n/a,n/a,False,True,True,True,IS2AI,AD_classifier,notebook,1.0,n/a,False
cokelaer/bioservices,2025-02-26,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': None, 'extracted_version': None}]",0,0,1,0,{},{},False,n/a,n/a,False,False,False,False,cokelaer,bioservices,mixed,n/a,0.0,False
grinvolod13/airbus-ship-detection-challange-unet,2024-07-19,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0,0,0,0,{},{},False,0.10.2,requirements.txt,True,False,False,True,grinvolod13,airbus-ship-detection-challange-unet,mixed,n/a,n/a,False
yosikatzir/amazon-bedrock-agents-cancer-biomarker-discovery,2024-10-01,"[{'file': 'streamlitapp/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'ActionGroups/imaging-biomarker/requirements.txt', 'version': 'nilearn == 0.7.0\n', 'extracted_version': '0.7.0'}, {'file': 'ActionGroups/scientific-plots-with-lifelines/requirements.txt', 'version': None, 'extracted_version': None}]",1,0,1,1,{'plotting': 1},{'plot_roi': 2},False,0.7.0,requirements.txt,True,True,True,True,yosikatzir,amazon-bedrock-agents-cancer-biomarker-discovery,python,0.0,1.0,False
AlexxxGorin/rucode2024,2024-11-18,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0,0,0,0,{},{},False,0.10.4,requirements.txt,True,False,False,True,AlexxxGorin,rucode2024,mixed,n/a,n/a,False
fireblade335/fireblade,2025-01-23,"[{'file': 'HackArsenalToolkit/src/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0,0,2,2,"{'connectome': 2, 'signal': 1, 'image': 1, 'masking': 1}",{'ConnectivityMeasure': 4},False,n/a,n/a,False,True,True,True,fireblade335,fireblade,python,n/a,1.0,False
emmarisgaardolsen/fMRI_classification,2023-11-25,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",2,2,1,1,"{'image': 13, 'plotting': 16, 'input_data': 2, 'glm': 6, 'reporting': 2, 'decoding': 3}","{'new_img_like': 7, 'plot_glass_brain': 11, 'plot_stat_map': 5, 'load_img': 4, 'plot_img': 3, 'NiftiMasker': 2, 'first_level_from_bids': 1, 'plot_design_matrix': 2, 'plot_contrast_matrix': 2, 'mean_img': 1, 'get_clusters_table': 3, 'make_glm_report': 1, 'show': 1, 'SecondLevelModel': 1, 'threshold_stats_img': 1, 'get_data': 1, 'math_img': 1, 'non_parametric_inference': 1, 'make_first_level_design_matrix': 1, 'FirstLevelModel': 1, 'concat_imgs': 1, 'index_img': 3, 'SearchLight': 1}",False,0.10.2,requirements.txt,True,True,True,True,emmarisgaardolsen,fMRI_classification,mixed,1.0,1.0,False
emmarisgaardolsen/MEG_ACNP3,2023-10-24,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0,0,0,0,{},{},False,0.0.0,requirements.txt,True,False,False,True,emmarisgaardolsen,MEG_ACNP3,mixed,n/a,n/a,False
MiriMoore/Microcircuits,2024-08-06,[],2,2,0,0,"{'plotting': 3, 'datasets': 2}","{'plot_anat': 2, 'load_mni152_template': 1}",False,n/a,n/a,False,True,True,True,MiriMoore,Microcircuits,notebook,1.0,n/a,False
Sandy1san/AD,2023-01-04,"[{'file': 'requirements.txt', 'version': 'nilearn==0.4.0\n', 'extracted_version': '0.4.0'}, {'file': 'setup.py', 'version': 'nilearn', 'extracted_version': '0.0.0'}]",0,0,2,1,{'image': 2},"{'reorder_img': 1, 'new_img_like': 1, 'largest_connected_component_img': 2, 'math_img': 4, 'resample_to_img': 2}",False,several_versions_detected,several_lockfile_detected,True,True,True,True,Sandy1san,AD,python,n/a,0.5,False
MikhailPerebatov/SkillFactory_PROJECT,2022-03-01,"[{'file': 'SKF-module_7/requirements.txt', 'version': 'nilearn==0.9.0\n', 'extracted_version': '0.9.0'}, {'file': 'SKF-module_8/requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0,0,0,0,{},{},False,several_versions_detected,requirements.txt,True,False,False,True,MikhailPerebatov,SkillFactory_PROJECT,mixed,n/a,n/a,False
Sbh3000/Ensembled-Question-Answering-Model-Based-on-sQuAD-2.0,2024-05-31,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}]",0,0,0,0,{},{},False,0.10.0,requirements.txt,True,False,False,True,Sbh3000,Ensembled-Question-Answering-Model-Based-on-sQuAD-2.0,mixed,n/a,n/a,False
