name,object,n,extracted_version,content
CNG-LAB/cngopen,load_img,1,,mixed
CNG-LAB/cngopen,ConnectivityMeasure,1,,mixed
CaroAMN/numorph_3dunet,new_img_like,9,,python
CaroAMN/numorph_3dunet,resample_to_img,2,,python
CaroAMN/numorph_3dunet,crop_img_to,1,,python
CaroAMN/numorph_3dunet,reorder_img,1,,python
CaroAMN/numorph_3dunet,check_niimg,1,,python
CaroAMN/numorph_3dunet,_crop_img_to,1,,python
ccmim/mi-prediction,plot_anat,1,0.6.2,python
ccmim/mi-prediction,plot_img,1,0.6.2,python
j-russell-34/nilearn,get_data,10,,python
j-russell-34/nilearn,new_img_like,28,,python
j-russell-34/nilearn,plot_stat_map,35,,python
j-russell-34/nilearn,load_mni152_template,1,,python
j-russell-34/nilearn,fetch_atlas_harvard_oxford,2,,python
j-russell-34/nilearn,load_img,2,,python
j-russell-34/nilearn,NiftiLabelsMasker,2,,python
j-russell-34/nilearn,ConnectivityMeasure,1,,python
j-russell-34/nilearn,concat_imgs,9,,python
j-russell-34/nilearn,SecondLevelModel,11,,python
j-russell-34/nilearn,threshold_stats_img,9,,python
j-russell-34/nilearn,non_parametric_inference,9,,python
ga-cha/SIR_utils,fetch_surf_fsaverage,1,,notebook
ga-cha/SIR_utils,load_surf_data,1,,notebook
ga-cha/SIR_utils,vol_to_surf,1,,notebook
zacharybretton/modern_haxby2001,fetch_haxby,1,0.10.4,notebook
zacharybretton/modern_haxby2001,mean_img,3,0.10.4,notebook
zacharybretton/modern_haxby2001,plot_epi,2,0.10.4,notebook
zacharybretton/modern_haxby2001,view_img,2,0.10.4,notebook
zacharybretton/modern_haxby2001,apply_mask,3,0.10.4,notebook
zacharybretton/modern_haxby2001,unmask,2,0.10.4,notebook
zacharybretton/modern_haxby2001,plot_roi,3,0.10.4,notebook
zacharybretton/modern_haxby2001,coord_transform,1,0.10.4,notebook
zacharybretton/modern_haxby2001,new_img_like,1,0.10.4,notebook
zacharybretton/modern_haxby2001,NiftiMasker,2,0.10.4,notebook
zacharybretton/modern_haxby2001,plot_stat_map,1,0.10.4,notebook
zacharybretton/modern_haxby2001,show,1,0.10.4,notebook
mouraomiranda/COMP0189-practical-2024,view_img,10,,notebook
mouraomiranda/COMP0189-practical-2024,fetch_haxby,1,,notebook
mouraomiranda/COMP0189-practical-2024,mean_img,2,,notebook
mouraomiranda/COMP0189-practical-2024,plot_roi,2,,notebook
mouraomiranda/COMP0189-practical-2024,index_img,1,,notebook
mouraomiranda/COMP0189-practical-2024,smooth_img,1,,notebook
mouraomiranda/COMP0189-practical-2024,new_img_like,2,,notebook
mouraomiranda/COMP0189-practical-2024,plot_stat_map,2,,notebook
mouraomiranda/COMP0189-practical-2024,show,2,,notebook
mouraomiranda/COMP0189-practical-2024,NiftiMasker,1,,notebook
can-lab/finish-the-job,NiftiMasker,1,0.0.0,python
nitschalex/Paper_Value_Space,image,25,,python
nitschalex/Paper_Value_Space,masking,6,,python
nitschalex/Paper_Value_Space,reporting,3,,python
nitschalex/Paper_Value_Space,NiftiMasker,1,,python
nitschalex/Paper_Value_Space,FirstLevelModel,1,,python
mpcoll/2024_painexplo,datasets,1,,python
mpcoll/2024_painexplo,load_img,7,,python
mpcoll/2024_painexplo,new_img_like,2,,python
mpcoll/2024_painexplo,plot_stat_map,2,,python
mpcoll/2024_painexplo,first_level_from_bids,2,,python
mpcoll/2024_painexplo,make_second_level_design_matrix,1,,python
mpcoll/2024_painexplo,SecondLevelModel,1,,python
mpcoll/2024_painexplo,apply_mask,6,,python
mpcoll/2024_painexplo,unmask,5,,python
mpcoll/2024_painexplo,resample_to_img,2,,python
Xeena2812/graphnet-based-dpms-4-fmri-synthesis,NiftiLabelsMasker,2,0.0.0,python
Xeena2812/graphnet-based-dpms-4-fmri-synthesis,standardize_signal,1,0.0.0,python
Xeena2812/graphnet-based-dpms-4-fmri-synthesis,ConnectivityMeasure,1,0.0.0,python
Xeena2812/graphnet-based-dpms-4-fmri-synthesis,high_variance_confounds,1,0.0.0,python
Xeena2812/graphnet-based-dpms-4-fmri-synthesis,fetch_atlas_talairach,1,0.0.0,python
dawidb1/kwdm-project,new_img_like,5,several_versions_detected,python
dawidb1/kwdm-project,resample_to_img,2,several_versions_detected,python
dawidb1/kwdm-project,crop_img_to,1,several_versions_detected,python
dawidb1/kwdm-project,reorder_img,1,several_versions_detected,python
dawidb1/kwdm-project,check_niimg,1,several_versions_detected,python
dawidb1/kwdm-project,_crop_img_to,1,several_versions_detected,python
pinheirochagas/DementiaAnalysis,fetch_atlas_destrieux_2009,2,0.0.0,python
pinheirochagas/DementiaAnalysis,fetch_atlas_pauli_2017,2,0.0.0,python
pinheirochagas/DementiaAnalysis,fetch_coords_seitzman_2018,1,0.0.0,python
pinheirochagas/DementiaAnalysis,fetch_atlas_aal,2,0.0.0,python
pinheirochagas/DementiaAnalysis,fetch_atlas_juelich,2,0.0.0,python
pinheirochagas/DementiaAnalysis,fetch_atlas_harvard_oxford,4,0.0.0,python
pinheirochagas/DementiaAnalysis,resample_to_img,1,0.0.0,python
pinheirochagas/DementiaAnalysis,NiftiLabelsMasker,7,0.0.0,python
pinheirochagas/DementiaAnalysis,view_img,1,0.0.0,python
soz223/multi_modal_normative_modeling,fetch_atlas_aal,5,0.10.2,mixed
soz223/multi_modal_normative_modeling,smooth_img,2,0.10.2,mixed
soz223/multi_modal_normative_modeling,plot_stat_map,3,0.10.2,mixed
soz223/multi_modal_normative_modeling,show,3,0.10.2,mixed
soz223/multi_modal_normative_modeling,get_data,1,0.10.2,mixed
soz223/multi_modal_normative_modeling,new_img_like,2,0.10.2,mixed
soz223/multi_modal_normative_modeling,load_img,1,0.10.2,mixed
soz223/multi_modal_normative_modeling,plot_glass_brain,1,0.10.2,mixed
DeepLearningForPrecisionHealthLab/Parkinson-Severity-rsfMRI,datasets,1,,python
DeepLearningForPrecisionHealthLab/Parkinson-Severity-rsfMRI,image,2,,python
DeepLearningForPrecisionHealthLab/Parkinson-Severity-rsfMRI,img_to_signals_labels,1,,python
DeepLearningForPrecisionHealthLab/Parkinson-Severity-rsfMRI,new_img_like,1,,python
DeepLearningForPrecisionHealthLab/Parkinson-Severity-rsfMRI,load_img,2,,python
DeepLearningForPrecisionHealthLab/Parkinson-Severity-rsfMRI,plot_stat_map,3,,python
anujanegi/TMS-simulation,load_img,1,,mixed
anujanegi/TMS-simulation,plot_anat,2,,mixed
yibeichan/pydra-book,fetch_openneuro_dataset_index,2,0.0.0,notebook
yibeichan/pydra-book,select_from_index,2,0.0.0,notebook
yibeichan/pydra-book,fetch_openneuro_dataset,2,0.0.0,notebook
yibeichan/pydra-book,first_level_from_bids,2,0.0.0,notebook
yibeichan/pydra-book,get_design_from_fslmat,2,0.0.0,notebook
yibeichan/pydra-book,get_clusters_table,2,0.0.0,notebook
yibeichan/pydra-book,make_glm_report,2,0.0.0,notebook
yibeichan/pydra-book,plot_glass_brain,4,0.0.0,notebook
yibeichan/pydra-book,plot_img_comparison,2,0.0.0,notebook
yibeichan/pydra-book,plot_contrast_matrix,2,0.0.0,notebook
yibeichan/prettymouth,NiftiMasker,1,,mixed
yibeichan/neurothings,make_first_level_design_matrix,2,,mixed
yibeichan/neurothings,plot_design_matrix,1,,mixed
yibeichan/neurothings,run_glm,2,,mixed
yibeichan/neurothings,compute_contrast,2,,mixed
yibeichan/neurothings,Contrast,2,,mixed
yibeichan/neurothings,view_surf,5,,mixed
yibeichan/neurothings,load_confounds_strategy,1,,mixed
yibeichan/neurothings,clean,1,,mixed
mattciff5/genre-to-fmri,FirstLevelModel,3,0.10.3,mixed
mattciff5/genre-to-fmri,plot_design_matrix,2,0.10.3,mixed
mattciff5/genre-to-fmri,plot_contrast_matrix,3,0.10.3,mixed
mattciff5/genre-to-fmri,plot_stat_map,5,0.10.3,mixed
mattciff5/genre-to-fmri,plot_img,2,0.10.3,mixed
mattciff5/genre-to-fmri,plot_epi,2,0.10.3,mixed
mattciff5/genre-to-fmri,NiftiMasker,3,0.10.3,mixed
mattciff5/genre-to-fmri,signal,3,0.10.3,mixed
mattciff5/genre-to-fmri,plot_glass_brain,3,0.10.3,mixed
mattciff5/genre-to-fmri,fetch_surf_fsaverage,1,0.10.3,mixed
mattciff5/genre-to-fmri,vol_to_surf,2,0.10.3,mixed
mattciff5/genre-to-fmri,plot_surf_stat_map,2,0.10.3,mixed
mattciff5/genre-to-fmri,show,1,0.10.3,mixed
jayfmil/miller_ecog_tools,plot_connectome,3,,python
jayfmil/miller_ecog_tools,view_markers,1,,python
nih-megcore/nih_to_mne,fetch_surf_fsaverage,1,0.0.0,python
nih-megcore/nih_to_mne,load_surf_data,2,0.0.0,python
nih-megcore/nih_to_mne,vol_to_surf,2,0.0.0,python
nih-megcore/nih_to_mne,plot_surf_stat_map,4,0.0.0,python
nih-megcore/nih_to_mne,plot_anat,3,0.0.0,python
utkarsh231/Transfer-Learning-Approach-to-optimize-3D-Brain-MRI-Segmentation,image,2,,notebook
utkarsh231/Transfer-Learning-Approach-to-optimize-3D-Brain-MRI-Segmentation,plot_anat,1,,notebook
utkarsh231/Transfer-Learning-Approach-to-optimize-3D-Brain-MRI-Segmentation,plot_epi,1,,notebook
utkarsh231/Transfer-Learning-Approach-to-optimize-3D-Brain-MRI-Segmentation,plot_img,1,,notebook
utkarsh231/Transfer-Learning-Approach-to-optimize-3D-Brain-MRI-Segmentation,plot_roi,1,,notebook
yuumi15/ECoG-face-percepts,view_markers,1,,notebook
thecocolab/data-imbalance,plot_stat_map,1,0.10.1,mixed
thecocolab/data-imbalance,fetch_haxby,1,0.10.1,mixed
thecocolab/data-imbalance,index_img,1,0.10.1,mixed
thecocolab/data-imbalance,NiftiMasker,1,0.10.1,mixed
predictive-clinical-neuroscience/PCNtoolkit-demo,fetch_atlas_surf_destrieux,2,0.0.0,notebook
predictive-clinical-neuroscience/PCNtoolkit-demo,fetch_surf_fsaverage,2,0.0.0,notebook
predictive-clinical-neuroscience/PCNtoolkit-demo,view_surf,7,0.0.0,notebook
1pha/brain-age-prediction,fetch_atlas_harvard_oxford,2,0.0.0,mixed
1pha/brain-age-prediction,fetch_atlas_aal,2,0.0.0,mixed
1pha/brain-age-prediction,load_mni152_template,7,0.0.0,mixed
1pha/brain-age-prediction,plot_anat,6,0.0.0,mixed
1pha/brain-age-prediction,plot_roi,2,0.0.0,mixed
1pha/brain-age-prediction,cm,4,0.0.0,mixed
1pha/brain-age-prediction,resample_img,2,0.0.0,mixed
1pha/brain-age-prediction,new_img_like,2,0.0.0,mixed
1pha/brain-age-prediction,load_mni152_brain_mask,3,0.0.0,mixed
1pha/brain-age-prediction,load_img,2,0.0.0,mixed
1pha/brain-age-prediction,plot_glass_brain,1,0.0.0,mixed
almadana/iberamia_brain_llms,NiftiMasker,1,0.10.4,mixed
almadana/iberamia_brain_llms,plot_glass_brain,1,0.10.4,mixed
almadana/iberamia_brain_llms,show,1,0.10.4,mixed
almadana/iberamia_brain_llms,plot_img_on_surf,8,0.10.4,mixed
almadana/iberamia_brain_llms,compute_regressor,1,0.10.4,mixed
almadana/iberamia_brain_llms,resample_img,1,0.10.4,mixed
scottyish/Multi-study-Outlooks-on-Subcortical-BOLD-Responses,math_img,6,,notebook
scottyish/Multi-study-Outlooks-on-Subcortical-BOLD-Responses,threshold_stats_img,6,,notebook
scottyish/Multi-study-Outlooks-on-Subcortical-BOLD-Responses,plot_stat_map,9,,notebook
scottyish/Multi-study-Outlooks-on-Subcortical-BOLD-Responses,concat_imgs,1,,notebook
scottyish/Multi-study-Outlooks-on-Subcortical-BOLD-Responses,datasets,1,,notebook
scottyish/Multi-study-Outlooks-on-Subcortical-BOLD-Responses,maskers,5,,notebook
scottyish/Investigating-Intra-Individual-Networks,concat_imgs,6,,notebook
scottyish/Investigating-Intra-Individual-Networks,plot_stat_map,66,,notebook
scottyish/Investigating-Intra-Individual-Networks,math_img,13,,notebook
scottyish/Investigating-Intra-Individual-Networks,threshold_stats_img,9,,notebook
scottyish/Investigating-Intra-Individual-Networks,connected_regions,2,,notebook
scottyish/Investigating-Intra-Individual-Networks,plot_roi,2,,notebook
scottyish/Investigating-Intra-Individual-Networks,index_img,12,,notebook
scottyish/Investigating-Intra-Individual-Networks,FirstLevelModel,9,,notebook
scottyish/Investigating-Intra-Individual-Networks,image,4,,notebook
scottyish/Investigating-Intra-Individual-Networks,SecondLevelModel,2,,notebook
scottyish/Investigating-Intra-Individual-Networks,view_img,3,,notebook
scottyish/Investigating-Intra-Individual-Networks,NiftiMasker,4,,notebook
scottyish/Investigating-Intra-Individual-Networks,_cosine_drift,2,,notebook
scottyish/Investigating-Intra-Individual-Networks,mean_img,5,,notebook
scottyish/Investigating-Intra-Individual-Networks,new_img_like,5,,notebook
scottyish/Investigating-Intra-Individual-Networks,check_niimg,1,,notebook
scottyish/Investigating-Intra-Individual-Networks,NiftiLabelsMasker,1,,notebook
scottyish/Investigating-Intra-Individual-Networks,NiftiMapsMasker,1,,notebook
scottyish/Investigating-Intra-Individual-Networks,clean_img,1,,notebook
scottyish/Investigating-Intra-Individual-Networks,threshold_img,1,,notebook
scottyish/Investigating-Intra-Individual-Networks,plot_prob_atlas,1,,notebook
scottyish/Investigating-Intra-Individual-Networks,show,1,,notebook
willstrawson/StateSpace,load_img,2,0.0.0,python
willstrawson/StateSpace,fetch_atlas_yeo_2011,1,0.0.0,python
willstrawson/StateSpace,new_img_like,2,0.0.0,python
willstrawson/StateSpace,fetch_atlas_schaefer_2018,1,0.0.0,python
willstrawson/StateSpace,resample_to_img,2,0.0.0,python
willstrawson/StateSpace,math_img,2,0.0.0,python
warhuus/mhmm,get_data,3,0.7.0,python
beinborn/brain-lang,view_markers,1,,python
uoft-toni/dartbrain_tutorial,plot_glass_brain,2,0.0.0,notebook
Remi-Gau/atlas_comparator,fetch_atlas_harvard_oxford,1,0.0.0,python
Remi-Gau/atlas_comparator,fetch_atlas_juelich,1,0.0.0,python
Remi-Gau/atlas_comparator,fetch_atlas_destrieux_2009,1,0.0.0,python
Remi-Gau/atlas_comparator,fetch_atlas_talairach,1,0.0.0,python
Remi-Gau/atlas_comparator,fetch_atlas_pauli_2017,1,0.0.0,python
Remi-Gau/atlas_comparator,check_niimg_3d,1,0.0.0,python
Remi-Gau/atlas_comparator,safe_get_data,1,0.0.0,python
Remi-Gau/atlas_comparator,resample_img,1,0.0.0,python
Remi-Gau/atlas_comparator,plot_matrix,1,0.0.0,python
ltronchin/ctdata-tool,new_img_like,1,0.0.0,python
kaihwang/Clock,math_img,10,,python
kaihwang/Clock,new_img_like,1,,python
kaihwang/Clock,NiftiLabelsMasker,1,,python
elliohow/fMRI_ROI_Analysis_Tool,plot_anat,1,several_versions_detected,python
elliohow/fMRI_ROI_Analysis_Tool,plot_stat_map,1,several_versions_detected,python
ibelyaeva/cp,compute_epi_mask,3,,mixed
ibelyaeva/cp,index_img,13,,mixed
ibelyaeva/cp,plot_epi,7,,mixed
ibelyaeva/cp,show,1,,mixed
ibelyaeva/cp,coord_transform,1,,mixed
ibelyaeva/cp,get_mask_bounds,1,,mixed
ibelyaeva/cp,compute_background_mask,1,,mixed
ibelyaeva/cp,find_xyz_cut_coords,1,,mixed
ibelyaeva/cp,iter_img,1,,mixed
ibelyaeva/cp,concat_imgs,1,,mixed
ibelyaeva/cp,math_img,1,,mixed
ibelyaeva/tt-slice,compute_epi_mask,11,,mixed
ibelyaeva/tt-slice,index_img,57,,mixed
ibelyaeva/tt-slice,plot_epi,10,,mixed
ibelyaeva/tt-slice,show,3,,mixed
ibelyaeva/tt-slice,fetch_atlas_harvard_oxford,1,,mixed
ibelyaeva/tt-slice,coord_transform,1,,mixed
ibelyaeva/tt-slice,get_mask_bounds,1,,mixed
ibelyaeva/tt-slice,compute_background_mask,1,,mixed
ibelyaeva/tt-slice,mean_img,3,,mixed
ibelyaeva/tt-slice,math_img,1,,mixed
ibelyaeva/tucker_completion,compute_epi_mask,5,,mixed
ibelyaeva/tucker_completion,index_img,23,,mixed
ibelyaeva/tucker_completion,plot_epi,7,,mixed
ibelyaeva/tucker_completion,show,1,,mixed
ibelyaeva/tucker_completion,coord_transform,1,,mixed
ibelyaeva/tucker_completion,get_mask_bounds,1,,mixed
ibelyaeva/tucker_completion,compute_background_mask,1,,mixed
ibelyaeva/tucker_completion,find_xyz_cut_coords,1,,mixed
ibelyaeva/tucker_completion,math_img,1,,mixed
shrinidhivelan/Semester-Project-ND,FirstLevelModel,3,0.0.0,mixed
shrinidhivelan/Semester-Project-ND,plot_stat_map,4,0.0.0,mixed
shrinidhivelan/Semester-Project-ND,show,4,0.0.0,mixed
shrinidhivelan/Semester-Project-ND,threshold_stats_img,1,0.0.0,mixed
shrinidhivelan/Semester-Project-ND,load_img,3,0.0.0,mixed
shrinidhivelan/Semester-Project-ND,fetch_atlas_harvard_oxford,1,0.0.0,mixed
shrinidhivelan/Semester-Project-ND,NiftiLabelsMasker,1,0.0.0,mixed
shrinidhivelan/Semester-Project-ND,compute_brain_mask,2,0.0.0,mixed
shrinidhivelan/Semester-Project-ND,resample_to_img,2,0.0.0,mixed
shrinidhivelan/Semester-Project-ND,NiftiMasker,3,0.0.0,mixed
shrinidhivelan/Semester-Project-ND,smooth_img,1,0.0.0,mixed
MCABLab/fmripipe,load_niimg,1,0.0.0,python
MCABLab/fmripipe,butterworth,1,0.0.0,python
MCABLab/fmripipe,plot_stat_map,2,0.0.0,python
Gab-Gotsis/kidney-identification-unet3D,resample_img,6,0.0.0,mixed
Gab-Gotsis/kidney-identification-unet3D,view_img,1,0.0.0,mixed
theYGE/connectome_innolab,NiftiLabelsMasker,2,several_versions_detected,python
theYGE/connectome_innolab,ConnectivityMeasure,2,several_versions_detected,python
theYGE/connectome_innolab,plot_matrix,1,several_versions_detected,python
theYGE/connectome_innolab,load_confounds_strategy,1,several_versions_detected,python
andreaccioly/3DCNN-MRI,smooth_img,5,0.6.2,mixed
andreaccioly/3DCNN-MRI,reshape,2,0.6.2,mixed
glemaitre/camcan_analysis,check_niimg,1,0.3.0,python
glemaitre/camcan_analysis,NiftiLabelsMasker,2,0.3.0,python
glemaitre/camcan_analysis,NiftiMapsMasker,2,0.3.0,python
glemaitre/camcan_analysis,fetch_atlas_basc_multiscale_2015,5,0.3.0,python
glemaitre/camcan_analysis,fetch_atlas_msdl,4,0.3.0,python
glemaitre/camcan_analysis,NiftiMasker,1,0.3.0,python
glemaitre/camcan_analysis,ConnectivityMeasure,1,0.3.0,python
glemaitre/camcan_analysis,sym_to_vec,1,0.3.0,python
mathias-sm/TwoBrainSystemsGeometricShapes,datasets,2,,python
mathias-sm/TwoBrainSystemsGeometricShapes,get_bids_files,3,,python
mathias-sm/TwoBrainSystemsGeometricShapes,glm,4,,python
mathias-sm/TwoBrainSystemsGeometricShapes,masking,3,,python
mathias-sm/TwoBrainSystemsGeometricShapes,EXPAND_PATH_WILDCARDS,1,,python
mathias-sm/TwoBrainSystemsGeometricShapes,load_img,9,,python
mathias-sm/TwoBrainSystemsGeometricShapes,first_level_from_bids,1,,python
mathias-sm/TwoBrainSystemsGeometricShapes,high_variance_confounds,1,,python
mathias-sm/TwoBrainSystemsGeometricShapes,get_data,1,,python
mathias-sm/TwoBrainSystemsGeometricShapes,make_first_level_design_matrix,1,,python
mathias-sm/TwoBrainSystemsGeometricShapes,new_img_like,5,,python
mathias-sm/TwoBrainSystemsGeometricShapes,load_surf_data,6,,python
mathias-sm/TwoBrainSystemsGeometricShapes,vol_to_surf,6,,python
mathias-sm/TwoBrainSystemsGeometricShapes,plot_surf,4,,python
mathias-sm/TwoBrainSystemsGeometricShapes,plot_stat_map,4,,python
mathias-sm/TwoBrainSystemsGeometricShapes,SecondLevelModel,7,,python
mathias-sm/TwoBrainSystemsGeometricShapes,threshold_stats_img,7,,python
mathias-sm/TwoBrainSystemsGeometricShapes,view_img,4,,python
mathias-sm/TwoBrainSystemsGeometricShapes,compute_brain_mask,2,,python
mathias-sm/TwoBrainSystemsGeometricShapes,expression_to_contrast_vector,2,,python
mathias-sm/TwoBrainSystemsGeometricShapes,compute_contrast,2,,python
mathias-sm/TwoBrainSystemsGeometricShapes,MNI152TEMPLATE,2,,python
mathias-sm/TwoBrainSystemsGeometricShapes,HTMLDocument,2,,python
mathias-sm/TwoBrainSystemsGeometricShapes,plot_contrast_matrix,2,,python
mathias-sm/TwoBrainSystemsGeometricShapes,first_level,2,,python
mathias-sm/TwoBrainSystemsGeometricShapes,second_level,2,,python
mathias-sm/TwoBrainSystemsGeometricShapes,plot_design_matrix,1,,python
mathias-sm/TwoBrainSystemsGeometricShapes,plot_roi,2,,python
mathias-sm/TwoBrainSystemsGeometricShapes,get_clusters_table,2,,python
mathias-sm/TwoBrainSystemsGeometricShapes,plot_glass_brain,2,,python
mathias-sm/TwoBrainSystemsGeometricShapes,surface,4,,python
childmindresearch/quick-viz,NiftiMasker,1,,python
childmindresearch/quick-viz,index_img,4,,python
childmindresearch/quick-viz,reorder_img,4,,python
childmindresearch/quick-viz,resample_to_img,3,,python
childmindresearch/quick-viz,plot_epi,3,,python
childmindresearch/quick-viz,plot_stat_map,2,,python
childmindresearch/quick-viz,plot_surf,1,,python
childmindresearch/quick-viz,plot_img,1,,python
childmindresearch/yaspy,_cmap_d,5,0.0.0,mixed
childmindresearch/yaspy,plot_surf,1,0.0.0,mixed
robbisg/sekupy,search_light,1,0.0.0,python
robbisg/sekupy,coord_transform,4,0.0.0,python
robbisg/sekupy,check_niimg_4d,1,0.0.0,python
robbisg/sekupy,_load_mask_img,1,0.0.0,python
robbisg/sekupy,_apply_mask_and_get_affinity,1,0.0.0,python
robbisg/sekupy,plot_connectome,1,0.0.0,python
robbisg/sekupy,OLSModel,1,0.0.0,python
robbisg/sekupy,ARModel,1,0.0.0,python
MaryamOstadsharif/RISE-iEEG,view_markers,1,0.10.4,mixed
MaryamOstadsharif/RISE-iEEG,plot_markers,1,0.10.4,mixed
MaryamOstadsharif/RISE-iEEG,fetch_atlas_surf_destrieux,1,0.10.4,mixed
MaryamOstadsharif/RISE-iEEG,fetch_surf_fsaverage,1,0.10.4,mixed
MaryamOstadsharif/RISE-iEEG,view_surf,1,0.10.4,mixed
MaryamOstadsharif/RISE-iEEG,fetch_atlas_harvard_oxford,1,0.10.4,mixed
venkateshness/LSD_project,fetch_icbm152_2009,4,0.10.4,mixed
venkateshness/LSD_project,signals_to_img_labels,7,0.10.4,mixed
venkateshness/LSD_project,plot_img_on_surf,7,0.10.4,mixed
venkateshness/LSD_project,surf_plotting,3,0.10.4,mixed
venkateshness/LSD_project,vol_to_surf,2,0.10.4,mixed
venkateshness/LSD_project,plot_surf_stat_map,1,0.10.4,mixed
venkateshness/LSD_project,plot_surf_contours,2,0.10.4,mixed
venkateshness/SDI_EEG,fetch_icbm152_2009,7,0.10.2,python
venkateshness/SDI_EEG,signals_to_img_labels,9,0.10.2,python
venkateshness/SDI_EEG,resample_img,1,0.10.2,python
venkateshness/SDI_EEG,surf_plotting,3,0.10.2,python
venkateshness/SDI_EEG,vol_to_surf,2,0.10.2,python
venkateshness/SDI_EEG,plot_surf_stat_map,1,0.10.2,python
venkateshness/SDI_EEG,plot_surf_contours,2,0.10.2,python
venkateshness/SDI_EEG,plot_glass_brain,1,0.10.2,python
venkateshness/SDI_EEG,fetch_atlas_yeo_2011,1,0.10.2,python
venkateshness/SDI_EEG,NiftiMasker,1,0.10.2,python
liuaohanjsj/Cross-DL,new_img_like,5,0.6.2,python
liuaohanjsj/Cross-DL,resample_to_img,2,0.6.2,python
liuaohanjsj/Cross-DL,crop_img_to,1,0.6.2,python
liuaohanjsj/Cross-DL,reorder_img,1,0.6.2,python
liuaohanjsj/Cross-DL,check_niimg,1,0.6.2,python
liuaohanjsj/Cross-DL,_crop_img_to,1,0.6.2,python
Jimmy2027/Heart_Segmentation_Project,shape,2,,python
Jimmy2027/Heart_Segmentation_Project,plot_roi,1,,python
Jimmy2027/Heart_Segmentation_Project,show,1,,python
amssljc/FSDiffNet,fetch_atlas_msdl,1,several_versions_detected,notebook
amssljc/FSDiffNet,NiftiMapsMasker,1,several_versions_detected,notebook
amssljc/FSDiffNet,plot_connectome,3,several_versions_detected,notebook
amssljc/FSDiffNet,plot_markers,2,several_versions_detected,notebook
amssljc/FSDiffNet,view_connectome,1,several_versions_detected,notebook
brunodireito/MVPA-speech_project,MNI152_FILE_PATH,8,,mixed
brunodireito/MVPA-speech_project,plot_img,44,,mixed
brunodireito/MVPA-speech_project,smooth_img,1,,mixed
brunodireito/MVPA-speech_project,fetch_haxby,1,,mixed
brunodireito/MVPA-speech_project,plot_anat,1,,mixed
brunodireito/MVPA-speech_project,view_img,12,,mixed
brunodireito/MVPA-speech_project,mean_img,38,,mixed
brunodireito/MVPA-speech_project,plot_roi,12,,mixed
brunodireito/MVPA-speech_project,load_img,31,,mixed
brunodireito/MVPA-speech_project,make_first_level_design_matrix,13,,mixed
brunodireito/MVPA-speech_project,plot_design_matrix,16,,mixed
brunodireito/MVPA-speech_project,FirstLevelModel,23,,mixed
brunodireito/MVPA-speech_project,plot_stat_map,14,,mixed
brunodireito/MVPA-speech_project,show,12,,mixed
brunodireito/MVPA-speech_project,fetch_icbm152_brain_gm_mask,8,,mixed
brunodireito/MVPA-speech_project,Decoder,19,,mixed
brunodireito/MVPA-speech_project,index_img,20,,mixed
brunodireito/MVPA-speech_project,fetch_atlas_harvard_oxford,9,,mixed
brunodireito/MVPA-speech_project,find_parcellation_cut_coords,2,,mixed
brunodireito/MVPA-speech_project,NiftiLabelsMasker,2,,mixed
brunodireito/MVPA-speech_project,ConnectivityMeasure,2,,mixed
brunodireito/MVPA-speech_project,plot_matrix,4,,mixed
brunodireito/MVPA-speech_project,plot_connectome,4,,mixed
brunodireito/MVPA-speech_project,plot_glass_brain,2,,mixed
brunodireito/MVPA-speech_project,compute_epi_mask,1,,mixed
brunodireito/MVPA-speech_project,clean_img,1,,mixed
brunodireito/MVPA-speech_project,vol_to_surf,1,,mixed
brunodireito/MVPA-speech_project,run_glm,1,,mixed
brunodireito/MVPA-speech_project,compute_contrast,1,,mixed
brunodireito/MVPA-speech_project,plot_surf_stat_map,2,,mixed
brunodireito/MVPA-speech_project,concat_imgs,4,,mixed
brunodireito/MVPA-speech_project,NiftiMasker,6,,mixed
brunodireito/MVPA-speech_project,math_img,7,,mixed
brunodireito/MVPA-speech_project,get_data_dirs,1,,mixed
brunodireito/MVPA-speech_project,fetch_neurovault_motor_task,1,,mixed
brunodireito/MVPA-speech_project,fetch_atlas_smith_2009,1,,mixed
brunodireito/MVPA-speech_project,iter_img,2,,mixed
brunodireito/MVPA-speech_project,load_mni152_brain_mask,1,,mixed
balthazarneveu/spectral_graph_convolutions,plot_matrix,5,0.10.2,mixed
balthazarneveu/spectral_graph_convolutions,fetch_atlas_harvard_oxford,1,0.10.2,mixed
balthazarneveu/spectral_graph_convolutions,plot_roi,3,0.10.2,mixed
balthazarneveu/spectral_graph_convolutions,show,1,0.10.2,mixed
balthazarneveu/spectral_graph_convolutions,find_parcellation_cut_coords,1,0.10.2,mixed
balthazarneveu/spectral_graph_convolutions,plot_connectome,1,0.10.2,mixed
balthazarneveu/spectral_graph_convolutions,ConnectivityMeasure,1,0.10.2,mixed
balthazarneveu/spectral_graph_convolutions,fetch_abide_pcp,1,0.10.2,mixed
mmrech/dash-sample-apps,load_img,2,several_versions_detected,python
mmrech/dash-sample-apps,resample_to_img,1,several_versions_detected,python
mk-th/term-project-2020,new_img_like,2,,python
mk-th/term-project-2020,resample_to_img,2,,python
BiyuHeLab/NatCommun_Wu2024,new_img_like,8,,python
BiyuHeLab/NatCommun_Wu2024,math_img,3,,python
