name,last_commit,versions,extracted_version,import_counts,function_counts,n_python_file,n_notebook,has_version,has_imports,use_imports,include,user,repo,content,duplicated_repo
Calvinwhow/vbm,2025-03-27,"[{'file': 'setup.py', 'version': ""        'nilearn',\n"", 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,Calvinwhow,vbm,mixed,False
Calvinwhow/HowardLesionNetworkMapping,2024-05-26,[],n/a,"{'image': 7, 'plotting': 3, 'regions': 1, 'maskers': 2, 'masking': 1, 'datasets': 2}","{'load_img': 7, 'image': 14, 'math_img': 3, 'mean_img': 1, 'plot_stat_map': 3, 'plotting': 4, 'index_img': 2, 'new_img_like': 1, 'resample_to_img': 2, 'load_mni152_wm_mask': 1, 'datasets': 3, 'load_mni152_gm_template': 1, 'load_mni152_wm_template': 1, 'view_img': 1}",0,5,False,True,True,True,Calvinwhow,HowardLesionNetworkMapping,notebook,False
Calvinwhow/calvin_utils_project,2025-04-02,"[{'file': 'calvin_utils/ccm_utils/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.0.0,"{'image': 70, 'plotting': 43, 'datasets': 5, 'maskers': 31, 'glm': 6, 'surface': 1, 'regions': 3, 'masking': 4}","{'load_img': 61, 'image': 124, 'concat_imgs': 4, 'math_img': 15, 'new_img_like': 34, 'view_img': 37, 'plotting': 60, 'resample_to_img': 4, 'coord_transform': 2, 'cluster_level_inference': 2, 'get_data': 2, 'fetch_surf_fsaverage': 1, 'datasets': 4, 'plot_surf_stat_map': 8, 'plot_stat_map': 13, 'mean_img': 2, 'index_img': 4, 'plot_glass_brain': 2, 'NiftiMasker': 1, 'maskers': 1, 'fdr_threshold': 2, 'load_mni152_wm_mask': 1, 'load_mni152_gm_template': 1, 'load_mni152_wm_template': 1, 'resample_img': 2, 'threshold_stats_img': 1}",14,42,True,True,True,True,Calvinwhow,calvin_utils_project,mixed,False
neurodatascience/course-materials-2021,2024-05-17,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'lectures/30-July/12-intro-to-machine-learning-part-2/in-class-tutorials/requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'lectures/30-July/12-intro-to-machine-learning-part-2/prerecorded-lecture-slides/figure_scripts/requirements.txt', 'version': None, 'extracted_version': None}]",0.0.0,"{'datasets': 9, 'connectome': 9, 'plotting': 3}","{'fetch_abide_pcp': 8, 'datasets': 12, 'ConnectivityMeasure': 10, 'fetch_atlas_harvard_oxford': 2, 'fetch_atlas_aal': 2, 'plot_roi': 2, 'plotting': 2}",4,5,True,True,True,True,neurodatascience,course-materials-2021,mixed,False
neurodatascience/fmralign-benchmark,2020-12-09,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}]",n/a,"{'surface': 3, 'plotting': 1, 'datasets': 4, 'input_data': 3, 'image': 4, 'signal': 2, '_utils': 1}","{'NiftiMasker': 7, 'load_img': 6, 'fetch_surf_fsaverage': 2, 'vol_to_surf': 1, 'surface': 1, 'plot_surf_stat_map': 1, 'plotting': 1, 'clean': 2, 'signal': 2, 'fetch_atlas_basc_multiscale_2015': 1, 'resample_to_img': 2, 'load_surf_data': 1, 'fetch_atlas_schaefer_2018': 1, 'check_embedded_nifti_masker': 3, 'csv_to_array': 8, '_fetch_files': 15, '_get_dataset_dir': 2}",6,0,False,True,True,True,neurodatascience,fmralign-benchmark,python,False
neurodatascience/dFC,2025-03-04,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'datasets': 1, 'interfaces': 1, 'maskers': 1, 'plotting': 5, 'glm': 1}","{'fetch_atlas_schaefer_2018': 1, 'datasets': 1, 'find_parcellation_cut_coords': 1, 'NiftiLabelsMasker': 1, 'load_confounds': 2, 'plot_markers': 5, 'first_level': 2, 'glm': 2}",6,0,True,True,True,True,neurodatascience,dFC,python,False
leonardozaggia/Psy126,2025-04-01,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,leonardozaggia,Psy126,mixed,False
leonardozaggia/MultiBabiVerse,2024-01-19,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}]",0.10.1,"{'plotting': 14, 'datasets': 2, 'connectome': 6, 'signal': 3, 'image': 1}","{'ConnectivityMeasure': 11, 'clean': 5}",9,2,True,True,True,True,leonardozaggia,MultiBabiVerse,mixed,False
koudyk/BHG23_intro_data_vis,2023-12-08,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,"{'datasets': 2, 'surface': 1, 'plotting': 2}","{'load_sample_motor_activation_image': 2, 'datasets': 6, 'fetch_surf_fsaverage': 2, 'load_surf_data': 1, 'surface': 3, 'vol_to_surf': 2, 'plot_surf_stat_map': 4, 'plotting': 17, 'plot_glass_brain': 4, 'plot_stat_map': 1, 'fetch_atlas_surf_destrieux': 1, 'plot_surf_contours': 1, 'show': 3, 'plot_img_on_surf': 1, 'view_surf': 1, 'view_img_on_surf': 2, 'fetch_atlas_destrieux_2009': 1}",0,2,True,True,True,True,koudyk,BHG23_intro_data_vis,notebook,False
koudyk/using_lit_mining_tools,2023-07-14,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1\n', 'extracted_version': '0.10.1'}]",0.10.1,n/a,n/a,0,0,True,False,False,True,koudyk,using_lit_mining_tools,mixed,False
l-bg/llms_brain_lateralization,2024-11-22,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,"{'input_data': 6, 'glm': 2, 'masking': 3, 'image': 8, 'plotting': 6, 'maskers': 2, 'datasets': 5}","{'NiftiMasker': 6, 'compute_multi_epi_mask': 2, 'intersect_masks': 2, 'swap_img_hemispheres': 3, 'compute_regressor': 2, 'resample_img': 3, 'load_mni152_brain_mask': 1, '_apply_mask_and_get_affinity': 1, 'iter_img': 1, 'plot_glass_brain': 6, 'plotting': 15, 'show': 5, 'fetch_atlas_harvard_oxford': 2, 'plot_roi': 2, 'plot_img_on_surf': 2}",6,4,True,True,True,True,l-bg,llms_brain_lateralization,mixed,False
l-bg/simple_composition_fmri,2020-07-21,"[{'file': 'requirements.txt', 'version': 'nilearn==0.5.2\n', 'extracted_version': '0.5.2'}]",0.5.2,"{'masking': 4, 'image': 1, 'plotting': 2}","{'apply_mask': 3, 'intersect_masks': 1, 'resample_to_img': 1, 'plot_glass_brain': 7, 'plotting': 8, 'compute_multi_epi_mask': 1, 'plot_roi': 1}",1,4,True,True,True,True,l-bg,simple_composition_fmri,mixed,False
ellisdg/fCNN,2022-02-28,[],n/a,"{'image': 20, 'plotting': 1, 'nilearn_utils': 2}","{'new_img_like': 16, 'resample_to_img': 21, 'reorder_img': 4, 'plot_surf_stat_map': 1, 'get_background_values': 1, 'BoundingBoxError': 2, 'smooth_img': 1, 'crop_img': 1, 'check_niimg': 1, '_crop_img_to': 1, 'get_bounds': 1}",18,0,False,True,True,True,ellisdg,fCNN,python,False
ellisdg/3DUnetCNN,2024-06-27,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.9.1\n', 'extracted_version': '0.9.1'}, {'file': 'examples/sppin/requirements.txt', 'version': 'nilearn>=0.9.1\n', 'extracted_version': '0.9.1'}]",0.9.1,"{'nilearn_utils': 1, 'image': 2}","{'get_background_values': 1, '_crop_img_to': 1, 'get_bounds': 1}",2,0,True,True,True,True,ellisdg,3DUnetCNN,python,False
loftusa/mri-code-challenge,2022-08-23,"[{'file': 'requirements.txt', 'version': 'nilearn (https://nilearn.github.io/)\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'_utils': 1, 'image': 2, 'plotting': 2}","{'fast_abs_percentile': 1, 'index_img': 2, 'image': 2, 'plot_stat_map': 2, 'plotting': 2}",0,1,True,True,True,True,loftusa,mri-code-challenge,notebook,False
xinyuan-zheng/Autism_DVAE,2025-01-07,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,"{'plotting': 2, 'image': 1, 'connectome': 1}","{'plot_connectome': 3, 'plotting': 4, 'find_parcellation_cut_coords': 1, 'ConnectivityMeasure': 2}",0,2,True,True,True,True,xinyuan-zheng,Autism_DVAE,notebook,False
greydongilmore/ieegProc,2023-04-10,"[{'file': 'requirements.txt', 'version': 'nilearn>=0.8.1\n', 'extracted_version': '0.8.1'}, {'file': 'resources/requirements.txt', 'version': None, 'extracted_version': None}]",0.8.1,"{'plotting': 12, 'image': 6, 'datasets': 2, 'surface': 3}","{'plot_anat': 7, 'plotting': 26, 'plot_roi': 4, 'load_surf_mesh': 2, 'surface': 14, 'load_surf_data': 6, 'find_cut_slices': 1, 'view_markers': 1, 'plot_connectome': 1, 'resample_img': 7, 'image': 14, 'find_xyz_cut_coords': 2, 'plot_prob_atlas': 1, 'vol_to_surf': 6, 'resample_to_img': 2, 'view_img': 1, 'SetOrigin': 1, 'SetSpacing': 1, 'SetDirection': 1, 'plot_surf': 4, 'view_surf': 3, 'view_img_on_surf': 1}",13,0,True,True,True,True,greydongilmore,ieegProc,python,False
MultimodalNeuroimagingLab/bpc_jupyter,2023-08-10,[],n/a,{'plotting': 1},"{'view_markers': 2, 'plotting': 2}",0,1,False,True,True,True,MultimodalNeuroimagingLab,bpc_jupyter,notebook,False
woodywff/brats_2019-data_pipeline,2020-06-02,[],n/a,{'image': 1},"{'new_img_like': 2, 'resample_to_img': 1}",1,0,False,True,True,True,woodywff,brats_2019-data_pipeline,python,False
woodywff/nas_3d_unet,2020-06-25,[],n/a,{'image': 1},"{'new_img_like': 2, 'resample_to_img': 1}",1,0,False,True,True,True,woodywff,nas_3d_unet,python,False
woodywff/brats_2019,2020-05-24,[],n/a,{'image': 2},"{'new_img_like': 2, 'resample_to_img': 2}",2,0,False,True,True,True,woodywff,brats_2019,python,False
CaroAMN/numorph_3dunet,2025-01-17,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}]",n/a,"{'image': 5, 'nilearn_utils': 2}","{'new_img_like': 9, 'resample_to_img': 2, 'crop_img_to': 1, 'reorder_img': 1, 'check_niimg': 1, '_crop_img_to': 1}",5,0,False,True,True,True,CaroAMN,numorph_3dunet,python,False
ccmim/mi-prediction,2021-11-20,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,{'plotting': 1},"{'plot_anat': 1, 'plotting': 2, 'plot_img': 1}",1,0,True,True,True,True,ccmim,mi-prediction,python,False
j-russell-34/nilearn,2024-10-10,[],n/a,"{'image': 22, 'plotting': 9, 'glm': 15, 'datasets': 3, 'masking': 1, 'input_data': 2, 'connectome': 1}","{'get_data': 10, 'image': 21, 'new_img_like': 28, 'plot_stat_map': 35, 'plotting': 35, 'concat_imgs': 9, 'SecondLevelModel': 11, 'threshold_stats_img': 9, 'non_parametric_inference': 9, 'load_mni152_template': 1, 'datasets': 3, 'fetch_atlas_harvard_oxford': 2, 'load_img': 2, 'NiftiLabelsMasker': 2, 'ConnectivityMeasure': 1}",12,0,False,True,True,True,j-russell-34,nilearn,python,False
zacharybretton/modern_haxby2001,2024-08-22,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}, {'file': 'environment.yml', 'version': '    - nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,"{'datasets': 1, 'plotting': 1, 'image': 1, 'masking': 1, 'input_data': 1}","{'fetch_haxby': 1, 'datasets': 1, 'mean_img': 3, 'image': 5, 'plot_epi': 2, 'plotting': 9, 'view_img': 2, 'apply_mask': 3, 'unmask': 2, 'plot_roi': 3, 'coord_transform': 1, 'new_img_like': 1, 'NiftiMasker': 2, 'plot_stat_map': 1, 'show': 1}",0,1,True,True,True,True,zacharybretton,modern_haxby2001,notebook,False
annonoshk/hk-wasm-custom-deploy,2024-08-27,"[{'file': 'requirements.txt', 'version': 'nilearn >=0.5.2\n', 'extracted_version': '0.5.2'}]",0.5.2,n/a,n/a,0,0,True,False,False,True,annonoshk,hk-wasm-custom-deploy,mixed,False
makto-toruk/lstm-fmri-dynamics,2020-07-06,"[{'file': 'requirements.txt', 'version': 'nilearn==0.6.2\n', 'extracted_version': '0.6.2'}]",0.6.2,n/a,n/a,0,0,True,False,False,True,makto-toruk,lstm-fmri-dynamics,mixed,False
andrewfurman/Michigan-Plan-Manager,2024-06-25,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""GitPython"", ""black"", ""codecov"", ""coverage (<5)"", ""datalad"", ""dipy"", ""duecredit"", ""fuzzywuzzy"", ""ipython"", ""matplotlib"", ""nbsphinx"", ""nilearn"", ""nipy"", ""nitime"", ""paramiko"", ""psutil (>=5.0)"", ""pybids (>=0.7.0)"", ""pytest"", ""pytest-cov"", ""pytest-doctestplus"", ""pytest-env"", ""pytest-timeout"", ""sphinx"", ""sphinx (>=2.1.2)"", ""sphinx-argparse"", ""sphinxcontrib-apidoc"", ""xvfbwrapper""]\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,andrewfurman,Michigan-Plan-Manager,mixed,False
nitschalex/Paper_Value_Space,2024-02-09,[],n/a,"{'glm': 1, 'plotting': 6, 'maskers': 2, 'masking': 2}","{'FirstLevelModel': 1, 'image': 25, 'nilearn': 51, 'masking': 17, 'plotting': 3, 'reporting': 3, 'NiftiMasker': 1, 'maskers': 3}",8,0,False,True,True,True,nitschalex,Paper_Value_Space,python,False
mpcoll/2024_painexplo,2024-11-01,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",n/a,"{'image': 4, 'plotting': 2, 'glm': 3, 'masking': 2}","{'datasets': 1, 'nilearn': 1, 'load_img': 7, 'new_img_like': 2, 'plot_stat_map': 2, 'first_level_from_bids': 2, 'make_second_level_design_matrix': 1, 'SecondLevelModel': 1, 'apply_mask': 6, 'unmask': 5, 'resample_to_img': 2}",4,0,False,True,True,True,mpcoll,2024_painexplo,python,False
Decentralised-AI/Magic-Assistant-An-open-source-AGI-agent-framework.,2023-08-25,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}, {'file': 'poetry.lock', 'version': 'all = [""GitPython"", ""black"", ""codecov"", ""coverage (<5)"", ""datalad"", ""dipy"", ""duecredit"", ""fuzzywuzzy"", ""ipython"", ""matplotlib"", ""nbsphinx"", ""nilearn"", ""nipy"", ""nitime"", ""paramiko"", ""psutil (>=5.0)"", ""pybids (>=0.7.0)"", ""pytest"", ""pytest-cov"", ""pytest-doctestplus"", ""pytest-env"", ""pytest-timeout"", ""sphinx"", ""sphinx (>=2.1.2)"", ""sphinx-argparse"", ""sphinxcontrib-apidoc"", ""xvfbwrapper""]\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,Decentralised-AI,Magic-Assistant-An-open-source-AGI-agent-framework.,mixed,False
pinheirochagas/DementiaAnalysis,2024-03-28,"[{'file': 'DementiaAnalysis/setup.py', 'version': ""        'nilearn',\n"", 'extracted_version': '0.0.0'}]",0.0.0,"{'image': 1, 'datasets': 1, 'input_data': 3, 'maskers': 1, 'decoding': 1, 'plotting': 1}","{'fetch_atlas_destrieux_2009': 2, 'datasets': 13, 'fetch_atlas_pauli_2017': 2, 'fetch_coords_seitzman_2018': 1, 'fetch_atlas_aal': 2, 'fetch_atlas_juelich': 2, 'fetch_atlas_harvard_oxford': 4, 'resample_to_img': 1, 'image': 1, 'NiftiLabelsMasker': 7, 'view_img': 1, 'plotting': 1}",2,0,True,True,True,True,pinheirochagas,DementiaAnalysis,python,False
Konstvv/LogoSearch,2021-12-21,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.0\n', 'extracted_version': '0.7.0'}, {'file': 'environment.yml', 'version': None, 'extracted_version': None}]",0.7.0,n/a,n/a,0,0,True,False,False,True,Konstvv,LogoSearch,mixed,False
soz223/multi_modal_normative_modeling,2025-03-25,"[{'file': 'environment.yml', 'version': '      - nilearn==0.10.2\n', 'extracted_version': '0.10.2'}]",0.10.2,"{'datasets': 5, 'plotting': 4, 'image': 4, 'maskers': 1}","{'fetch_atlas_aal': 5, 'datasets': 4, 'smooth_img': 2, 'image': 6, 'plot_stat_map': 3, 'plotting': 7, 'show': 3, 'get_data': 1, 'new_img_like': 2, 'load_img': 1, 'plot_glass_brain': 1}",1,1,True,True,True,True,soz223,multi_modal_normative_modeling,mixed,False
DeepLearningForPrecisionHealthLab/Parkinson-Severity-rsfMRI,2024-01-18,[],n/a,"{'regions': 3, 'datasets': 1, 'image': 2, 'plotting': 1}","{'datasets': 1, 'nilearn': 3, 'image': 5, 'img_to_signals_labels': 1, 'regions': 1, 'new_img_like': 1, 'load_img': 2, 'plot_stat_map': 3, 'plotting': 3}",5,0,False,True,True,True,DeepLearningForPrecisionHealthLab,Parkinson-Severity-rsfMRI,python,False
luckyluckycool/Bird-Sound-Identification,2024-05-25,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.0\n', 'extracted_version': '0.10.0'}]",0.10.0,n/a,n/a,0,0,True,False,False,True,luckyluckycool,Bird-Sound-Identification,mixed,False
anujanegi/TMS-simulation,2023-05-27,"[{'file': 'requirements.txt', 'version': None, 'extracted_version': None}]",n/a,"{'image': 2, 'plotting': 2}","{'load_img': 1, 'image': 1, 'plot_anat': 2, 'plotting': 2}",1,1,False,True,True,True,anujanegi,TMS-simulation,mixed,False
yibeichan/prettymouth,2025-04-06,"[{'file': 'environment.yml', 'version': None, 'extracted_version': None}]",n/a,"{'maskers': 1, 'plotting': 3}",{'NiftiMasker': 1},1,3,False,True,True,True,yibeichan,prettymouth,mixed,False
yibeichan/neurothings,2024-10-21,[],n/a,"{'glm': 8, 'signal': 1, 'interfaces': 1, 'plotting': 1}","{'make_first_level_design_matrix': 2, 'run_glm': 2, 'compute_contrast': 2, 'Contrast': 2, 'load_confounds_strategy': 1, 'clean': 1, 'signal': 1, 'plot_design_matrix': 1, 'view_surf': 5}",2,1,False,True,True,True,yibeichan,neurothings,mixed,False
mattciff5/genre-to-fmri,2025-03-21,"[{'file': 'environment.yml', 'version': '      - nilearn==0.10.3\n', 'extracted_version': '0.10.3'}]",0.10.3,"{'maskers': 9, 'glm': 11, 'image': 9, 'plotting': 33, 'surface': 1, 'datasets': 1}","{'NiftiMasker': 3, 'maskers': 3, 'signal': 3, 'nilearn': 15, 'image': 12, 'plot_stat_map': 5, 'plotting': 15, 'plot_glass_brain': 3, 'fetch_surf_fsaverage': 1, 'vol_to_surf': 2, 'surface': 2, 'plot_surf_stat_map': 2, 'show': 1, 'FirstLevelModel': 3, 'plot_design_matrix': 2, 'plot_contrast_matrix': 3, 'plot_img': 2, 'plot_epi': 2}",3,8,True,True,True,True,mattciff5,genre-to-fmri,mixed,False
jayfmil/miller_ecog_tools,2019-05-10,"[{'file': 'setup.py', 'version': None, 'extracted_version': None}]",n/a,{'plotting': 2},"{'plot_connectome': 3, 'plotting': 4, 'view_markers': 1}",2,0,False,True,True,True,jayfmil,miller_ecog_tools,python,False
nih-megcore/NIMH_MEG_workshop,2024-11-18,"[{'file': 'pyproject.toml', 'version': None, 'extracted_version': None}]",n/a,{'*': 3},n/a,0,3,False,True,False,True,nih-megcore,NIMH_MEG_workshop,notebook,False
nih-megcore/nih_to_mne,2025-03-27,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}, {'file': 'setup.py', 'version': ""    install_requires=['mne<1.6', 'numpy', 'pytest', 'joblib', 'nibabel','mne_bids','pandas', 'pyctf-lite @ git+https://github.com/nih-megcore/pyctf-lite@v1.0#egg=pyctf-lite', 'wget', 'nilearn'],\n"", 'extracted_version': '0.0.0'}]",0.0.0,"{'datasets': 1, 'surface': 1, 'plotting': 3}","{'fetch_surf_fsaverage': 1, 'datasets': 1, 'load_surf_data': 2, 'surface': 4, 'vol_to_surf': 2, 'plot_surf_stat_map': 4, 'plotting': 4, 'plot_anat': 3}",3,0,True,True,True,True,nih-megcore,nih_to_mne,python,False
yuumi15/ECoG-face-percepts,2024-11-11,[],n/a,{'plotting': 3},"{'view_markers': 1, 'plotting': 1}",0,1,False,True,True,True,yuumi15,ECoG-face-percepts,notebook,False
thecocolab/data-imbalance,2023-06-05,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.1', 'extracted_version': '0.10.1'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.10.1,"{'datasets': 1, 'image': 1, 'input_data': 1, 'plotting': 1}","{'fetch_haxby': 1, 'datasets': 1, 'index_img': 1, 'NiftiMasker': 1, 'plot_stat_map': 1}",1,1,True,True,True,True,thecocolab,data-imbalance,mixed,False
predictive-clinical-neuroscience/PCNtoolkit-demo,2024-07-19,"[{'file': 'tutorials/BLR_protocol/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'tutorials/Long_NM/requirements.txt', 'version': 'nilearn', 'extracted_version': '0.0.0'}]",0.0.0,"{'plotting': 3, 'datasets': 2}","{'fetch_atlas_surf_destrieux': 2, 'datasets': 4, 'fetch_surf_fsaverage': 2, 'view_surf': 7, 'plotting': 7}",0,2,True,True,True,True,predictive-clinical-neuroscience,PCNtoolkit-demo,notebook,False
yuval6957/SIIM-Transformer,2020-09-10,"[{'file': 'requirements.txt', 'version': 'nilearn                   0.6.1                    pypi_0    pypi\n', 'extracted_version': '0.6.1'}]",0.6.1,n/a,n/a,0,0,True,False,False,True,yuval6957,SIIM-Transformer,mixed,False
1pha/brain-age-prediction,2024-11-08,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,"{'datasets': 9, 'plotting': 6, 'image': 6}","{'load_mni152_brain_mask': 3, 'plot_anat': 6, 'plotting': 13, 'load_mni152_template': 7, 'resample_img': 2, 'image': 1, 'new_img_like': 2, 'cm': 4, 'load_img': 2, 'fetch_atlas_harvard_oxford': 2, 'fetch_atlas_aal': 2, 'plot_glass_brain': 1, 'plot_roi': 2}",10,2,True,True,True,True,1pha,brain-age-prediction,mixed,False
scottyish/Multi-study-Outlooks-on-Subcortical-BOLD-Responses,2024-11-23,[],n/a,"{'image': 9, 'glm': 7, 'plotting': 15}","{'math_img': 6, 'image': 19, 'threshold_stats_img': 6, 'plotting': 15, 'nilearn': 24, 'plot_stat_map': 9, 'concat_imgs': 1, 'datasets': 1, 'maskers': 5}",0,8,False,True,True,True,scottyish,Multi-study-Outlooks-on-Subcortical-BOLD-Responses,notebook,False
scottyish/Investigating-Intra-Individual-Networks,2024-11-23,[],n/a,"{'plotting': 16, 'image': 20, 'input_data': 6, 'glm': 12, 'regions': 2, '_utils': 1}","{'image': 62, 'nilearn': 33, 'concat_imgs': 6, 'plotting': 81, 'plot_stat_map': 66, 'math_img': 13, 'threshold_stats_img': 9, 'glm': 2, 'connected_regions': 2, 'plot_roi': 2, 'index_img': 12, 'FirstLevelModel': 9, 'SecondLevelModel': 2, 'view_img': 3, 'NiftiMasker': 4, '_cosine_drift': 2, 'mean_img': 5, 'new_img_like': 5, 'check_niimg': 1, 'NiftiLabelsMasker': 1, 'input_data': 2, 'NiftiMapsMasker': 1, 'clean_img': 1, 'threshold_img': 1, 'plot_prob_atlas': 1, 'show': 1}",0,9,False,True,True,True,scottyish,Investigating-Intra-Individual-Networks,notebook,False
marcelbinz/Llama-3.1-Centaur-70B,2025-03-07,[],n/a,n/a,n/a,0,0,False,False,False,False,marcelbinz,Llama-3.1-Centaur-70B,mixed,False
vipinrai7/AD_ML_Project,2017-06-08,"[{'file': 'requirements.txt', 'version': 'nilearn==0.3.0\n', 'extracted_version': '0.3.0'}]",0.3.0,n/a,n/a,0,0,True,False,False,True,vipinrai7,AD_ML_Project,mixed,False
kelseyhan-jhu/indiv_dim,2025-04-03,"[{'file': 'requirements.txt', 'version': 'nilearn==0.11.1\n', 'extracted_version': '0.11.1'}]",0.11.1,n/a,n/a,0,0,True,False,False,True,kelseyhan-jhu,indiv_dim,mixed,False
warhuus/mhmm,2021-05-13,"[{'file': 'requirements.txt', 'version': 'nilearn==0.7.0\n', 'extracted_version': '0.7.0'}, {'file': 'setup.py', 'version': None, 'extracted_version': None}]",0.7.0,{'image': 1},"{'get_data': 3, 'image': 3}",1,0,True,True,True,True,warhuus,mhmm,python,False
kikiru328/BraTs20,2024-04-11,"[{'file': 'BraTs20_3DUnet/requirements.txt', 'version': 'nilearn==0.9.1\n', 'extracted_version': '0.9.1'}]",0.9.1,n/a,n/a,0,0,True,False,False,True,kikiru328,BraTs20,mixed,False
pcehnago/WMCL-HN,2024-12-02,"[{'file': 'requirements.txt', 'version': 'nilearn==0.10.4\n', 'extracted_version': '0.10.4'}]",0.10.4,n/a,n/a,0,0,True,False,False,True,pcehnago,WMCL-HN,mixed,False
uoft-toni/dartbrain_tutorial,2022-10-28,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'plotting': 3},{'plot_glass_brain': 2},0,3,True,True,True,True,uoft-toni,dartbrain_tutorial,notebook,False
EloCa/Jigsaw_toxic_severity_rating,2022-01-24,"[{'file': 'requirements.txt', 'version': 'nilearn==0.8.1\n', 'extracted_version': '0.8.1'}]",0.8.1,n/a,n/a,0,0,True,False,False,True,EloCa,Jigsaw_toxic_severity_rating,mixed,False
Milltrader/Schizophrenia_detection,2025-01-15,"[{'file': 'requirements.txt', 'version': 'nilearn\n', 'extracted_version': '0.0.0'}, {'file': 'environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,n/a,n/a,0,0,True,False,False,True,Milltrader,Schizophrenia_detection,mixed,False
Remi-Gau/nilearn-stubs,2025-03-11,"[{'file': 'pyproject.toml', 'version': '0.0.0', 'extracted_version': '0.0.0'}]",0.0.0,"{'plotting': 12, 'interfaces': 5, 'reporting': 3, 'surface': 1, 'maskers': 11, 'decomposition': 2, 'mass_univariate': 1, 'glm': 10, 'datasets': 5, 'regions': 5, 'image': 2, 'connectome': 2, 'decoding': 3}",n/a,18,0,True,True,False,True,Remi-Gau,nilearn-stubs,python,False
ltronchin/ctdata-tool,2023-08-24,"[{'file': 'requirements/environment.yml', 'version': '  - nilearn\n', 'extracted_version': '0.0.0'}]",0.0.0,{'image': 1},{'new_img_like': 1},1,0,True,True,True,True,ltronchin,ctdata-tool,python,False
kaihwang/Clock,2024-05-31,[],n/a,"{'datasets': 1, 'plotting': 2, 'image': 2, 'input_data': 1}","{'math_img': 10, 'new_img_like': 1, 'NiftiLabelsMasker': 1}",2,0,False,True,True,True,kaihwang,Clock,python,False
elliohow/fMRI_ROI_Analysis_Tool,2024-05-02,"[{'file': 'docs/requirements.txt', 'version': None, 'extracted_version': None}, {'file': 'pyproject.toml', 'version': '0.9.0', 'extracted_version': '0.9.0'}, {'file': 'poetry.lock', 'version': 'name = ""nilearn""\n', 'extracted_version': '0.0.0'}]",several_versions_detected,{'plotting': 2},"{'plot_anat': 1, 'plotting': 2, 'plot_stat_map': 1}",2,0,True,True,True,True,elliohow,fMRI_ROI_Analysis_Tool,python,False
ibelyaeva/cp,2020-11-29,[],n/a,"{'image': 33, 'plotting': 13, 'masking': 21, 'datasets': 6}","{'index_img': 13, 'image': 15, 'coord_transform': 1, 'get_mask_bounds': 1, 'compute_background_mask': 1, 'find_xyz_cut_coords': 1, 'plot_epi': 7, 'plotting': 8, 'iter_img': 1, 'concat_imgs': 1, 'compute_epi_mask': 3, 'math_img': 1, 'show': 1}",9,6,False,True,True,True,ibelyaeva,cp,mixed,False
